CASENUM,STRM,Subject,CatalogNbr,TITLE,Grade
2207,FALL 14,MA,241,Calculus & Analytical Geom I,B
2207,SPRING 15,MA,242,Calculus & Analytical Geom II,C
2208,FALL 14,MA,111,College Math for Aviation I,D
2208,SPRING 15,MA,112,College Math for Aviation II,F
2210,FALL 14,MA,241,Calculus & Analytical Geom I,C
2210,SPRING 15,MA,242,Calculus & Analytical Geom II,F
2210,SUMMER 15,MA,242,Calculus & Analytical Geom II,F
2211,FALL 14,MA,6,Intermediate Algebra,A
2211,SPRING 15,MA,111,College Math for Aviation I,B
2212,FALL 14,MA,6,Intermediate Algebra,A
2212,SPRING 15,MA,111,College Math for Aviation I,B
2213,FALL 14,MA,143,Precalculus Essentials,C
2213,SPRING 15,MA,241,Calculus & Analytical Geom I,B
2214,FALL 14,MA,242,Calculus & Analytical Geom II,B
2214,SPRING 15,MA,243HON,Calc & Analytical Geometry III,B
2215,FALL 14,MA,6,Intermediate Algebra,A
2215,SPRING 15,MA,111,College Math for Aviation I,C
2216,FALL 14,MA,6,Intermediate Algebra,C
2216,SPRING 15,MA,111,College Math for Aviation I,B
2217,FALL 14,MA,111,College Math for Aviation I,D
2217,SPRING 15,MA,112,College Math for Aviation II,C
2218,FALL 14,MA,241,Calculus & Analytical Geom I,C
2218,SPRING 15,MA,241,Calculus & Analytical Geom I,B
2219,FALL 14,MA,6,Intermediate Algebra,B
2219,SPRING 15,MA,111,College Math for Aviation I,A
2220,FALL 14,MA,6,Intermediate Algebra,B
2221,SPRING 15,MA,112,College Math for Aviation II,A
2222,FALL 14,MA,112,College Math for Aviation II,D
2222,SPRING 15,MA,112,College Math for Aviation II,B
2223,FALL 14,MA,241,Calculus & Analytical Geom I,B
2223,SPRING 15,MA,242,Calculus & Analytical Geom II,C
2224,FALL 14,MA,6,Intermediate Algebra,F
2224,SPRING 15,MA,6,Intermediate Algebra,F
2226,FALL 14,MA,143,Precalculus Essentials,AU
2226,SPRING 15,MA,143,Precalculus Essentials,C
2227,FALL 14,MA,241,Calculus & Analytical Geom I,FX
2227,SPRING 15,MA,241,Calculus & Analytical Geom I,F
2228,FALL 14,MA,111,College Math for Aviation I,F
2228,SPRING 15,MA,111,College Math for Aviation I,F
2229,FALL 14,MA,242,Calculus & Analytical Geom II,AU
2229,SPRING 15,MA,243,Calculus & Analytical Geom III,F
2230,FALL 14,MA,241,Calculus & Analytical Geom I,A
2230,SPRING 15,MA,242,Calculus & Analytical Geom II,A
2231,FALL 14,MA,243,Calculus & Analytical Geom III,AU
2231,SPRING 15,MA,243,Calculus & Analytical Geom III,B
2232,FALL 14,MA,242,Calculus & Analytical Geom II,A
2232,SPRING 15,MA,243,Calculus & Analytical Geom III,A
2233,FALL 14,MA,243HON,Calc & Analytical Geometry III,A
2233,SPRING 15,MA,345HON,Differential Eq & Matrix Meth,A
2234,FALL 14,MA,111,College Math for Aviation I,C
2234,SPRING 15,MA,112,College Math for Aviation II,D
2235,FALL 14,MA,111,College Math for Aviation I,F
2235,SPRING 15,MA,111,College Math for Aviation I,C
2236,SPRING 15,MA,111,College Math for Aviation I,A
2237,FALL 14,MA,220,Quantitative Methods II,F
2238,FALL 14,MA,112,College Math for Aviation II,A
2239,FALL 14,MA,111,College Math for Aviation I,F
2239,SPRING 15,MA,111,College Math for Aviation I,C
2240,FALL 14,MA,112,College Math for Aviation II,C
2241,FALL 14,MA,6,Intermediate Algebra,A
2241,SPRING 15,MA,111,College Math for Aviation I,B
2241,SUMMER 15,MA,112,College Math for Aviation II,B
2242,FALL 14,MA,112,College Math for Aviation II,A
2243,FALL 14,MA,112,College Math for Aviation II,A
2244,FALL 14,MA,243HON,Calc & Analytical Geometry III,A
2244,SPRING 15,MA,345HON,Differential Eq & Matrix Meth,C
2245,FALL 14,MA,112,College Math for Aviation II,D
2246,FALL 14,MA,222,Business Statistics,A
2247,FALL 14,MA,6,Intermediate Algebra,A
2247,SPRING 15,MA,143,Precalculus Essentials,A
2248,FALL 14,MA,241,Calculus & Analytical Geom I,C
2249,FALL 14,MA,143,Precalculus Essentials,B
2249,SPRING 15,MA,241,Calculus & Analytical Geom I,C
2250,FALL 14,MA,242,Calculus & Analytical Geom II,B
2250,SPRING 15,MA,243,Calculus & Analytical Geom III,B
2251,FALL 14,MA,6,Intermediate Algebra,A
2251,SPRING 15,MA,143,Precalculus Essentials,C
2252,FALL 14,MA,112,College Math for Aviation II,A
2253,FALL 14,MA,241,Calculus & Analytical Geom I,C
2253,SPRING 15,MA,242,Calculus & Analytical Geom II,F
2255,FALL 14,MA,242,Calculus & Analytical Geom II,A
2255,SPRING 15,MA,243,Calculus & Analytical Geom III,A
2256,FALL 14,MA,241,Calculus & Analytical Geom I,B
2256,SPRING 15,MA,242,Calculus & Analytical Geom II,B
2257,FALL 14,MA,243HON,Calc & Analytical Geometry III,B
2257,SPRING 15,MA,345HON,Differential Eq & Matrix Meth,C
2258,FALL 14,MA,241,Calculus & Analytical Geom I,A
2258,SPRING 15,MA,242,Calculus & Analytical Geom II,A
2259,FALL 14,MA,241,Calculus & Analytical Geom I,A
2259,SPRING 15,MA,242,Calculus & Analytical Geom II,A
2260,FALL 14,MA,143,Precalculus Essentials,B
2260,SPRING 15,MA,241,Calculus & Analytical Geom I,B
2261,FALL 14,MA,143,Precalculus Essentials,D
2261,SPRING 15,MA,241,Calculus & Analytical Geom I,F
2261,SUMMER 15,MA,241,Calculus & Analytical Geom I,C
2262,FALL 14,MA,241,Calculus & Analytical Geom I,C
2262,SPRING 15,MA,112,College Math for Aviation II,A
2263,FALL 14,MA,4,Intro & Interm Algebra,B
2263,SPRING 15,MA,111,College Math for Aviation I,B
2264,FALL 14,MA,111,College Math for Aviation I,B
2264,SPRING 15,MA,112,College Math for Aviation II,B
2265,FALL 14,MA,243HON,Calc & Analytical Geometry III,A
2265,SPRING 15,MA,345HON,Differential Eq & Matrix Meth,A
2266,FALL 14,MA,6,Intermediate Algebra,B
2266,SPRING 15,MA,111,College Math for Aviation I,B
2267,FALL 14,MA,6,Intermediate Algebra,B
2267,SPRING 15,MA,111,College Math for Aviation I,D
2268,FALL 14,MA,111,College Math for Aviation I,W
2268,SPRING 15,MA,111,College Math for Aviation I,F
2269,FALL 14,MA,6,Intermediate Algebra,C
2269,SPRING 15,MA,111,College Math for Aviation I,C
2270,FALL 14,MA,112,College Math for Aviation II,C
2271,FALL 14,MA,112,College Math for Aviation II,D
2272,FALL 14,MA,6,Intermediate Algebra,A
2272,SPRING 15,MA,111,College Math for Aviation I,F
2273,FALL 14,MA,241,Calculus & Analytical Geom I,C
2273,SPRING 15,MA,242,Calculus & Analytical Geom II,F
2274,FALL 14,MA,111,College Math for Aviation I,F
2274,SPRING 15,MA,111,College Math for Aviation I,B
2274,SUMMER 15,MA,112,College Math for Aviation II,B
2275,FALL 14,MA,241,Calculus & Analytical Geom I,B
2275,SPRING 15,MA,242,Calculus & Analytical Geom II,B
2276,FALL 14,MA,112,College Math for Aviation II,A
2277,FALL 14,MA,242,Calculus & Analytical Geom II,AU
2277,SPRING 15,MA,242,Calculus & Analytical Geom II,C
2278,FALL 14,MA,111,College Math for Aviation I,A
2278,SPRING 15,MA,112,College Math for Aviation II,D
2279,FALL 14,MA,241,Calculus & Analytical Geom I,B
2280,FALL 14,MA,242,Calculus & Analytical Geom II,A
2280,SPRING 15,MA,243,Calculus & Analytical Geom III,A
2281,FALL 14,MA,241,Calculus & Analytical Geom I,A
2281,SPRING 15,MA,242,Calculus & Analytical Geom II,A
2282,FALL 14,MA,241,Calculus & Analytical Geom I,F
2282,SPRING 15,MA,241,Calculus & Analytical Geom I,F
2283,FALL 14,MA,143,Precalculus Essentials,C
2284,FALL 14,MA,241,Calculus & Analytical Geom I,C
2284,SPRING 15,MA,242,Calculus & Analytical Geom II,D
2285,FALL 14,MA,111,College Math for Aviation I,W
2285,SPRING 15,MA,111,College Math for Aviation I,C
2286,FALL 14,MA,111,College Math for Aviation I,B
2286,SPRING 15,MA,112,College Math for Aviation II,B
2287,FALL 14,MA,243,Calculus & Analytical Geom III,C
2287,SPRING 15,MA,345,Differential Eq & Matrix Meth,A
2288,FALL 14,MA,111,College Math for Aviation I,A
2288,SPRING 15,MA,112,College Math for Aviation II,A
2289,FALL 14,MA,120,Quantitative Methods I,B
2289,SPRING 15,MA,220,Quantitative Methods II,C
2290,SPRING 15,MA,4,Intro & Interm Algebra,C
2291,FALL 14,MA,241,Calculus & Analytical Geom I,D
2291,SPRING 15,MA,241,Calculus & Analytical Geom I,C
2292,FALL 14,MA,243,Calculus & Analytical Geom III,C
2292,SPRING 15,MA,345,Differential Eq & Matrix Meth,C
2293,FALL 14,MA,143,Precalculus Essentials,B
2293,SPRING 15,MA,241,Calculus & Analytical Geom I,F
2293,SUMMER 15,MA,241,Calculus & Analytical Geom I,B
2294,FALL 14,MA,241,Calculus & Analytical Geom I,B
2294,SPRING 15,MA,242,Calculus & Analytical Geom II,AU
2294,SUMMER 15,MA,242,Calculus & Analytical Geom II,F
2294,SUMMER 15,MA,242,Calculus & Analytical Geom II,F
2295,FALL 14,MA,241,Calculus & Analytical Geom I,B
2295,SPRING 15,MA,242,Calculus & Analytical Geom II,C
2296,FALL 14,MA,242,Calculus & Analytical Geom II,A
2296,SPRING 15,MA,243HON,Calc & Analytical Geometry III,A
2297,FALL 14,MA,6,Intermediate Algebra,B
2298,FALL 14,MA,242,Calculus & Analytical Geom II,C
2298,SPRING 15,MA,243,Calculus & Analytical Geom III,W
2299,SPRING 15,MA,112,College Math for Aviation II,D
2299,SUMMER 15,MA,112,College Math for Aviation II,A
2300,FALL 14,MA,241,Calculus & Analytical Geom I,A
2300,SPRING 15,MA,242,Calculus & Analytical Geom II,B
2301,FALL 14,MA,6,Intermediate Algebra,B
2301,SPRING 15,MA,111,College Math for Aviation I,C
2302,FALL 14,MA,241,Calculus & Analytical Geom I,C
2302,SPRING 15,MA,242,Calculus & Analytical Geom II,C
2303,FALL 14,MA,241,Calculus & Analytical Geom I,B
2303,SPRING 15,MA,242,Calculus & Analytical Geom II,AU
2304,FALL 14,MA,4,Intro & Interm Algebra,C
2304,SPRING 15,MA,143,Precalculus Essentials,C
2305,FALL 14,MA,111,College Math for Aviation I,C
2305,SPRING 15,MA,112,College Math for Aviation II,B
2306,FALL 14,MA,111,College Math for Aviation I,B
2306,SPRING 15,MA,112,College Math for Aviation II,C
2307,FALL 14,MA,241,Calculus & Analytical Geom I,A
2307,SPRING 15,MA,242,Calculus & Analytical Geom II,A
2308,FALL 14,MA,241,Calculus & Analytical Geom I,B
2308,SPRING 15,MA,242,Calculus & Analytical Geom II,B
2309,FALL 14,MA,112,College Math for Aviation II,B
2310,FALL 14,MA,243HON,Calc & Analytical Geometry III,A
2310,SPRING 15,MA,345,Differential Eq & Matrix Meth,A
2311,FALL 14,MA,241,Calculus & Analytical Geom I,AU
2311,SPRING 15,MA,241,Calculus & Analytical Geom I,AU
2312,FALL 14,MA,4,Intro & Interm Algebra,B
2312,SPRING 15,MA,111,College Math for Aviation I,W
2313,FALL 14,MA,241,Calculus & Analytical Geom I,B
2313,SPRING 15,MA,242,Calculus & Analytical Geom II,A
2314,FALL 14,MA,243HON,Calc & Analytical Geometry III,B
2315,FALL 14,MA,112,College Math for Aviation II,B
2316,FALL 14,MA,241,Calculus & Analytical Geom I,C
2316,SPRING 15,MA,241,Calculus & Analytical Geom I,AU
2316,SUMMER 15,MA,242,Calculus & Analytical Geom II,W
2317,FALL 14,MA,241,Calculus & Analytical Geom I,A
2317,SPRING 15,MA,242,Calculus & Analytical Geom II,A
2318,SPRING 15,MA,242,Calculus & Analytical Geom II,B
2319,FALL 14,MA,120,Quantitative Methods I,B
2319,SPRING 15,MA,111,College Math for Aviation I,C
2320,SPRING 15,MA,112,College Math for Aviation II,A
2321,SPRING 15,MA,111,College Math for Aviation I,A
2321,SUMMER 15,MA,112,College Math for Aviation II,A
2322,FALL 14,MA,242,Calculus & Analytical Geom II,B
2322,SPRING 15,MA,243,Calculus & Analytical Geom III,A
2323,FALL 14,MA,222,Business Statistics,A
2323,FALL 14,MA,112,College Math for Aviation II,A
2324,FALL 14,MA,6,Intermediate Algebra,B
2324,SPRING 15,MA,143,Precalculus Essentials,B
2325,FALL 14,MA,111,College Math for Aviation I,F
2326,FALL 14,MA,143,Precalculus Essentials,C
2326,SPRING 15,MA,241,Calculus & Analytical Geom I,AU
2327,FALL 14,MA,241,Calculus & Analytical Geom I,B
2327,SPRING 15,MA,242,Calculus & Analytical Geom II,C
2328,FALL 14,MA,6,Intermediate Algebra,B
2328,SPRING 15,MA,143,Precalculus Essentials,A
2329,FALL 14,MA,112,College Math for Aviation II,B
2330,FALL 14,MA,241,Calculus & Analytical Geom I,A
2330,SPRING 15,MA,242,Calculus & Analytical Geom II,B
2331,FALL 14,MA,241,Calculus & Analytical Geom I,B
2331,SPRING 15,MA,242,Calculus & Analytical Geom II,B
2332,FALL 14,MA,241,Calculus & Analytical Geom I,D
2332,SPRING 15,MA,241,Calculus & Analytical Geom I,B
2333,FALL 14,MA,241,Calculus & Analytical Geom I,B
2333,SPRING 15,MA,242,Calculus & Analytical Geom II,B
2334,FALL 14,MA,241,Calculus & Analytical Geom I,A
2334,SPRING 15,MA,242,Calculus & Analytical Geom II,A
2335,FALL 14,MA,241,Calculus & Analytical Geom I,A
2335,SPRING 15,MA,242,Calculus & Analytical Geom II,B
2336,FALL 14,MA,241,Calculus & Analytical Geom I,C
2337,FALL 14,MA,6,Intermediate Algebra,C
2337,SPRING 15,MA,143,Precalculus Essentials,F
2339,FALL 14,MA,112,College Math for Aviation II,C
2340,FALL 14,MA,111,College Math for Aviation I,C
2340,SPRING 15,MA,112,College Math for Aviation II,C
2341,FALL 14,MA,241,Calculus & Analytical Geom I,D
2341,SPRING 15,MA,242,Calculus & Analytical Geom II,F
2342,FALL 14,MA,112,College Math for Aviation II,A
2343,FALL 14,MA,112,College Math for Aviation II,C
2344,FALL 14,MA,241,Calculus & Analytical Geom I,B
2344,SPRING 15,MA,242,Calculus & Analytical Geom II,C
2345,FALL 14,MA,6,Intermediate Algebra,B
2345,SPRING 15,MA,111,College Math for Aviation I,D
2346,FALL 14,MA,242,Calculus & Analytical Geom II,B
2346,SPRING 15,MA,243,Calculus & Analytical Geom III,C
2347,FALL 14,MA,241,Calculus & Analytical Geom I,B
2347,SPRING 15,MA,242,Calculus & Analytical Geom II,C
2348,FALL 14,MA,241,Calculus & Analytical Geom I,C
2348,SPRING 15,MA,242,Calculus & Analytical Geom II,AU
2349,FALL 14,MA,241,Calculus & Analytical Geom I,B
2349,SPRING 15,MA,242,Calculus & Analytical Geom II,B
2350,FALL 14,MA,111,College Math for Aviation I,W
2350,SPRING 15,MA,111,College Math for Aviation I,C
2351,FALL 14,MA,111,College Math for Aviation I,B
2353,FALL 14,MA,143,Precalculus Essentials,B
2353,SPRING 15,MA,241,Calculus & Analytical Geom I,F
2354,FALL 14,MA,241,Calculus & Analytical Geom I,A
2354,SPRING 15,MA,242,Calculus & Analytical Geom II,A
2355,FALL 14,MA,241,Calculus & Analytical Geom I,C
2355,SPRING 15,MA,242,Calculus & Analytical Geom II,F
2356,FALL 14,MA,241,Calculus & Analytical Geom I,B
2356,SPRING 15,MA,242,Calculus & Analytical Geom II,C
2357,FALL 14,MA,241,Calculus & Analytical Geom I,B
2357,SPRING 15,MA,242,Calculus & Analytical Geom II,B
2358,FALL 14,MA,242,Calculus & Analytical Geom II,B
2358,SPRING 15,MA,243HON,Calc & Analytical Geometry III,A
2359,FALL 14,MA,6,Intermediate Algebra,A
2359,SPRING 15,MA,111,College Math for Aviation I,AU
2359,SUMMER 15,MA,111,College Math for Aviation I,C
2360,FALL 14,MA,6,Intermediate Algebra,AU
2360,SPRING 15,MA,111,College Math for Aviation I,A
2361,FALL 14,MA,6,Intermediate Algebra,F
2361,SPRING 15,MA,6,Intermediate Algebra,C
2361,SUMMER 15,MA,112,College Math for Aviation II,F
2361,SUMMER 15,MA,111,College Math for Aviation I,C
2362,FALL 14,MA,111,College Math for Aviation I,B
2362,SPRING 15,MA,112,College Math for Aviation II,A
2363,FALL 14,MA,6,Intermediate Algebra,C
2363,SPRING 15,MA,111,College Math for Aviation I,C
2363,SUMMER 15,MA,112,College Math for Aviation II,D
2364,FALL 14,MA,241,Calculus & Analytical Geom I,C
2364,SPRING 15,MA,242,Calculus & Analytical Geom II,C
2365,FALL 14,MA,6,Intermediate Algebra,A
2365,SPRING 15,MA,143,Precalculus Essentials,B
2365,SUMMER 15,MA,241,Calculus & Analytical Geom I,W
2366,FALL 14,MA,241,Calculus & Analytical Geom I,A
2366,SPRING 15,MA,242,Calculus & Analytical Geom II,A
2367,FALL 14,MA,241,Calculus & Analytical Geom I,F
2367,SPRING 15,MA,241,Calculus & Analytical Geom I,AU
2368,SPRING 15,MA,242,Calculus & Analytical Geom II,C
2369,FALL 14,MA,6,Intermediate Algebra,F
2370,FALL 14,MA,4,Intro & Interm Algebra,B
2370,SPRING 15,MA,111,College Math for Aviation I,B
2371,FALL 14,MA,243HON,Calc & Analytical Geometry III,A
2371,SPRING 15,MA,345HON,Differential Eq & Matrix Meth,A
2373,FALL 14,MA,112,College Math for Aviation II,B
2374,FALL 14,MA,6,Intermediate Algebra,B
2374,SPRING 15,MA,111,College Math for Aviation I,B
2375,FALL 14,MA,111,College Math for Aviation I,F
2376,FALL 14,MA,243,Calculus & Analytical Geom III,A
2376,SPRING 15,MA,345,Differential Eq & Matrix Meth,A
2377,FALL 14,MA,243,Calculus & Analytical Geom III,W
2378,FALL 14,MA,143,Precalculus Essentials,B
2378,SPRING 15,MA,241,Calculus & Analytical Geom I,C
2379,FALL 14,MA,241,Calculus & Analytical Geom I,C
2379,SPRING 15,MA,242,Calculus & Analytical Geom II,W
2380,FALL 14,MA,6,Intermediate Algebra,B
2380,SPRING 15,MA,111,College Math for Aviation I,C
2381,FALL 14,MA,112,College Math for Aviation II,A
2382,FALL 14,MA,241,Calculus & Analytical Geom I,A
2382,SPRING 15,MA,242,Calculus & Analytical Geom II,A
2382,SUMMER 15,MA,243,Calculus & Analytical Geom III,A
2383,FALL 14,MA,241,Calculus & Analytical Geom I,B
2383,SPRING 15,MA,242,Calculus & Analytical Geom II,C
2384,FALL 14,MA,6,Intermediate Algebra,B
2384,SPRING 15,MA,111,College Math for Aviation I,B
2386,FALL 14,MA,111,College Math for Aviation I,B
2387,FALL 14,MA,241,Calculus & Analytical Geom I,A
2387,SPRING 15,MA,242,Calculus & Analytical Geom II,A
2388,FALL 14,MA,112,College Math for Aviation II,D
2389,FALL 14,MA,241,Calculus & Analytical Geom I,B
2389,SPRING 15,MA,242,Calculus & Analytical Geom II,B
2390,FALL 14,MA,6,Intermediate Algebra,B
2390,SPRING 15,MA,111,College Math for Aviation I,B
2391,FALL 14,MA,241,Calculus & Analytical Geom I,D
2391,SPRING 15,MA,241,Calculus & Analytical Geom I,C
2392,FALL 14,MA,6,Intermediate Algebra,A
2392,SPRING 15,MA,111,College Math for Aviation I,C
2393,FALL 14,MA,6,Intermediate Algebra,B
2393,SPRING 15,MA,111,College Math for Aviation I,B
2394,FALL 14,MA,112,College Math for Aviation II,W
2394,SPRING 15,MA,111,College Math for Aviation I,A
2395,FALL 14,MA,120,Quantitative Methods I,C
2395,SPRING 15,MA,220,Quantitative Methods II,C
2397,FALL 14,MA,6,Intermediate Algebra,A
2398,FALL 14,MA,6,Intermediate Algebra,B
2398,SPRING 15,MA,111,College Math for Aviation I,B
2399,FALL 14,MA,6,Intermediate Algebra,A
2399,SPRING 15,MA,143,Precalculus Essentials,B
2400,FALL 14,MA,143,Precalculus Essentials,C
2400,SPRING 15,MA,241,Calculus & Analytical Geom I,C
2401,FALL 14,MA,6,Intermediate Algebra,C
2401,SPRING 15,MA,111,College Math for Aviation I,C
2402,FALL 14,MA,241,Calculus & Analytical Geom I,A
2402,SPRING 15,MA,242,Calculus & Analytical Geom II,B
2403,FALL 14,MA,6,Intermediate Algebra,B
2403,SPRING 15,MA,111,College Math for Aviation I,C
2404,FALL 14,MA,112,College Math for Aviation II,A
2405,FALL 14,MA,241,Calculus & Analytical Geom I,A
2405,SPRING 15,MA,242,Calculus & Analytical Geom II,B
2407,FALL 14,MA,143,Precalculus Essentials,D
2407,SPRING 15,MA,241,Calculus & Analytical Geom I,D
2408,FALL 14,MA,111,College Math for Aviation I,C
2408,SPRING 15,MA,112,College Math for Aviation II,F
2409,FALL 14,MA,241,Calculus & Analytical Geom I,C
2409,SPRING 15,MA,242,Calculus & Analytical Geom II,A
2410,FALL 14,MA,241,Calculus & Analytical Geom I,B
2410,SPRING 15,MA,242,Calculus & Analytical Geom II,D
2411,FALL 14,MA,241,Calculus & Analytical Geom I,D
2411,SPRING 15,MA,241,Calculus & Analytical Geom I,W
2412,FALL 14,MA,241,Calculus & Analytical Geom I,C
2412,SPRING 15,MA,242,Calculus & Analytical Geom II,D
2413,FALL 14,MA,112,College Math for Aviation II,D
2414,FALL 14,MA,4,Intro & Interm Algebra,A
2414,SPRING 15,MA,111,College Math for Aviation I,A
2415,FALL 14,MA,241,Calculus & Analytical Geom I,A
2415,SPRING 15,MA,242,Calculus & Analytical Geom II,A
2416,FALL 14,MA,143,Precalculus Essentials,C
2416,SPRING 15,MA,241,Calculus & Analytical Geom I,B
2417,FALL 14,MA,112,College Math for Aviation II,B
2418,FALL 14,MA,241,Calculus & Analytical Geom I,C
2418,SPRING 15,MA,242,Calculus & Analytical Geom II,C
2419,FALL 14,MA,241,Calculus & Analytical Geom I,C
2419,SPRING 15,MA,242,Calculus & Analytical Geom II,B
2420,FALL 14,MA,112,College Math for Aviation II,B
2421,FALL 14,MA,6,Intermediate Algebra,B
2421,SPRING 15,MA,111,College Math for Aviation I,B
2422,FALL 14,MA,241,Calculus & Analytical Geom I,D
2422,SPRING 15,MA,241,Calculus & Analytical Geom I,B
2423,FALL 14,MA,111,College Math for Aviation I,B
2423,SPRING 15,MA,112,College Math for Aviation II,W
2424,FALL 14,MA,6,Intermediate Algebra,A
2424,SPRING 15,MA,143,Precalculus Essentials,B
2424,SUMMER 15,MA,241,Calculus & Analytical Geom I,B
2425,FALL 14,MA,112,College Math for Aviation II,AU
2425,SPRING 15,MA,112,College Math for Aviation II,C
2426,FALL 14,MA,241,Calculus & Analytical Geom I,AU
2426,SPRING 15,MA,241,Calculus & Analytical Geom I,F
2427,FALL 14,MA,241,Calculus & Analytical Geom I,C
2427,SPRING 15,MA,242,Calculus & Analytical Geom II,D
2428,FALL 14,MA,112,College Math for Aviation II,A
2430,FALL 14,MA,4,Intro & Interm Algebra,F
2430,SPRING 15,MA,4,Intro & Interm Algebra,A
2431,FALL 14,MA,112,College Math for Aviation II,C
2432,FALL 14,MA,112,College Math for Aviation II,C
2433,FALL 14,MA,143,Precalculus Essentials,F
2433,SPRING 15,MA,143,Precalculus Essentials,B
2434,FALL 14,MA,112,College Math for Aviation II,B
2435,FALL 14,MA,143,Precalculus Essentials,B
2435,SPRING 15,MA,241,Calculus & Analytical Geom I,D
