CASENUM,hsgpa,SUPER V,SUPER M,Superset,STEMINDEX,NONSTEM INDEX,AL,FAR,SEX,ETHNIC,ACPROG1,termhrs,Math Tier,CRS1 ,CRS1 name,c1 grade,gradeN,C2 ID,C2 Name,C2 Grade,grade2N,1TG Bla,1TG zer,1T GD b,1T GD z,ACPROG2,Change,C F STEM,C T STEM,STEM1,CUMHRS2,CG Bla,CG 0,FG D b,FG D z,RATE,RATE.WSD
654,2.87,360,460,820,3002,3116,3,1,2,2,BSAS,15,1,5,Quantitative Skills,B,3,,,,,3,3,-0.13,-0.13,BSA,0,0,0,0,118,2.568,2.568,0.302,0.302,G,G
815,3.42,680,600,1280,3932,4016,2,1,2,7,BSAMS,12,,,,,,,,,,4,4,-0.58,-0.58,BSAMS,0,0,0,0,78,4,4,-0.58,-0.58,N,W
483,2.46,420,360,780,2616,2748,4,1,1,5,BSAS,13,2,111,College Math for Aviation I,AU,0,,,,,0.444,0.444,2.016,2.016,BSAS,0,0,0,0,4,0.833,0.833,1.627,1.627,N,S
39,3.9,780,780,1550,4670,4670,1,0,2,7,BSAE,14,5,345,Differential Eq & Matrix Meth,B,3,,,,,3.357,3.357,0.543,0.543,BSME,1,0,0,1,157,3.419,3.419,0.481,0.481,G,G
572,2.59,500,500,860,2914,2932,1,0,2,5,BSATM,14,2,111,College Math for Aviation I,C,2,,,,,1.643,1.643,0.947,0.947,BSATM,0,0,0,0,68,2.014,2.014,0.576,0.576,N,S
515,2.9,490,560,1050,3350,3370,4,1,2,7,BSAE,15,3,140,College Algebra,F,0,,,,,0.417,0.417,2.483,2.483,BSHS,0,1,0,1,3,0.417,0.417,2.483,2.483,N,S
441,3.25,670,650,1320,3920,3920,1,0,2,2,BSAE,14,4,241,Calculus & Analytical Geom I,A,4,,,,,2.929,2.929,0.321,0.321,BSME,0,0,0,1,124,2.723,2.723,0.527,0.527,G,G
889,3.01,610,610,1120,3536,3528,0,0,2,7,BSAE,17,4,241,Calculus & Analytical Geom I,D,1,,,,,1.643,1.643,1.367,1.367,BSA,0,1,0,1,112,2.441,2.441,0.569,0.569,G,G
197,3.68,670,670,1270,4148,4214,3,1,2,7,BSAE,16,4,241,Calculus & Analytical Geom I,A,4,,,,,3.813,3.813,-0.133,-0.133,BSAE,1,0,0,1,127,3.241,3.241,0.439,0.439,G,G
765,3,570,570,1090,3460,3490,3,1,2,7,BSCIV,16,4,242,Calculus & Analytical Geom II,B,3,,,,,2.875,2.875,0.125,0.125,BSCIV,1,0,0,1,29,2.875,2.875,0.125,0.125,N,W
613,3.01,650,680,1150,3636,3558,0,0,2,7,BSAE,16,4,241,Calculus & Analytical Geom I,A,4,,,,,3.125,3.125,-0.115,-0.115,BSAE,0,0,0,1,77,2.766,2.766,0.244,0.244,N,W
596,2.88,480,480,930,3138,3234,0,0,2,2,BSAS,16,1,5,Quantitative Skills,A,4,,,,,2.563,2.563,0.317,0.317,BSAS,0,0,0,0,114,2.69,2.69,0.19,0.19,N,W
647,3.58,580,500,1080,3728,3944,1,0,2,7,BSAS,16,2,111,College Math for Aviation I,D,1,,,,,1.933,1.933,1.647,1.647,BSAS,0,0,0,0,27,1.852,1.852,1.728,1.728,N,W
272,2.81,620,620,1090,3396,3338,0,0,2,7,BSAE,16,4,241,Calculus & Analytical Geom I,D,1,,,,,2.313,2.313,0.497,0.497,BSAE,0,0,0,1,123,2.919,2.919,-0.109,-0.109,G,G
274,3.83,610,740,1300,4338,4364,0,0,2,5,BSAE,16,4,241,Calculus & Analytical Geom I,B,3,,,,,2.846,2.846,0.984,0.984,BSAE,0,0,0,1,34,2.846,2.846,0.984,0.984,N,W
788,3.52,550,550,890,3552,3706,3,1,2,4,BSAMS,12,,,,,,,,,,3.333,3.333,0.187,0.187,BSAMS,1,0,0,0,57,3.137,3.137,0.383,0.383,N,W
98,3.7,700,700,1390,4310,4350,3,1,2,7,BSCE,14,4,243,Calculus & Analytical Geom III,C,2,,,,,3,3,0.7,0.7,BSCE,0,0,0,1,128,2,2,1.7,1.7,G,G
956,2.89,560,560,1110,3404,3422,2,1,2,7,BSEE,17,4,241,Calculus & Analytical Geom I,B,3,,,,,2.286,2.286,0.604,0.604,BSEE,0,0,0,1,32,2.361,2.361,0.529,0.529,N,S
959,2.3,340,360,690,2430,2530,2,1,2,5,BSHS,14,1,6,Intermediate Algebra,F,0,,,,,0.214,0.214,2.086,2.086,BSHS,0,0,0,0,1,0.214,0.214,2.086,2.086,N,S
894,3.8,700,700,1300,4280,4340,0,0,2,7,BSAE,16,4,242,Calculus & Analytical Geom II,B,3,,,,,2.5,2.5,1.3,1.3,BSAE,0,0,0,1,126,3.033,3.033,0.767,0.767,G,G
279,2.95,530,450,980,3200,3340,0,0,2,7,BSBC,12,,,,,,,,,,3,3,-0.05,-0.05,BSBA,1,0,0,0,121,2.742,2.742,0.208,0.208,G,G
329,3.3,630,620,1250,3850,3890,3,1,2,7,BSAE,14,4,241,Calculus & Analytical Geom I,AU,0,,,,,2.8,2.8,0.5,0.5,BSME,0,0,0,1,58,2.918,2.918,0.382,0.382,N,W
64,3.63,670,620,1290,4088,4194,4,1,2,7,NDCOE,16,4,243,Calculus & Analytical Geom III,B,3,,,,,3,3,0.63,0.63,BSAE,1,0,0,1,122,3.079,3.079,0.551,0.551,N,W
731,3.28,620,600,1220,3788,3844,0,0,2,7,BSAE,16,4,241,Calculus & Analytical Geom I,A,4,,,,,2.813,2.813,0.467,0.467,BSHFP,0,1,0,1,117,2.627,2.627,0.653,0.653,G,G
185,3.15,460,460,920,3270,3440,0,0,2,7,BSCE,17,,,,,,,,,,2.571,2.571,0.579,0.579,BSCSO,0,0,0,1,47,1.64,1.64,1.51,1.51,N,W
924,3.85,620,620,1060,3990,4140,4,1,1,2,BSAE,17,4,241,Calculus & Analytical Geom I,A,4,,,,,3.706,3.706,0.144,0.144,BSHFP,1,1,0,1,127,2.76,2.76,1.09,1.09,G,G
696,3.81,700,700,1220,4206,4268,1,0,2,3,BSAE,16,4,241,Calculus & Analytical Geom I,A,4,,,,,3.077,3.077,0.733,0.733,BSAE,0,0,0,1,16,3.077,3.077,0.733,0.733,N,W
96,2.5,630,500,1130,3130,3130,2,1,2,7,BSAS,14,,,,,,,,,,1.429,1.429,1.071,1.071,BSAS,1,0,0,0,10,1.429,1.429,1.071,1.071,N,W
204,3.68,600,620,1220,4048,4164,3,1,2,7,BSAMET,12,4,241,Calculus & Analytical Geom I,D,1,,,,,2.417,2.417,1.263,1.263,BSAMET,0,0,0,1,21,3.095,3.095,0.585,0.585,N,W
920,2.65,490,490,930,3010,3050,0,0,2,7,BSASP,17,1,6,Intermediate Algebra,F,0,,,,,0.529,0.529,2.121,2.121,BSASP,0,0,0,0,7,0.529,0.529,2.121,2.121,N,S
289,3.28,500,500,1000,3468,3624,0,0,2,7,BSASP,13,1,6,Intermediate Algebra,A,4,,,,,3.077,3.077,0.203,0.203,BSASP,0,0,0,0,129,3.024,3.024,0.256,0.256,G,G
476,3.14,470,480,950,3314,3462,4,1,1,7,BSAE,16,4,140,College Algebra,D,1,142,Trigonometry,C,2,2.313,2.313,0.827,0.827,BSAMET,0,0,0,1,121,3.036,3.036,0.104,0.104,G,G
824,3.1,580,490,1070,3420,3550,1,0,1,7,BSSP,15,1,6,Intermediate Algebra,B,3,,,,,2.267,2.267,0.833,0.833,BSBC,1,1,0,1,42,1.735,1.735,1.365,1.365,N,S
83,2.97,530,580,1090,3452,3466,1,0,2,7,BSAS,16,1,6,Intermediate Algebra,F,0,,,,,1.533,1.533,1.437,1.437,BSAS,0,0,0,0,9,1.533,1.533,1.437,1.437,N,W
755,2.91,550,550,1090,3386,3418,1,0,2,5,BSAE,16,4,241,Calculus & Analytical Geom I,C,2,,,,,2.563,2.563,0.347,0.347,BSAE,0,0,0,1,102,2.922,2.922,-0.012,-0.012,N,W
746,3.7,550,550,1100,3870,4060,3,1,1,7,BSAMET,15,4,241,Calculus & Analytical Geom I,C,2,,,,,3,3,0.7,0.7,BSAMET,0,0,0,1,36,2.4,2.4,1.3,1.3,N,W
841,2.7,410,410,730,2760,2890,1,0,2,4,NDCOS,14,2,111,College Math for Aviation I,F,0,,,,,1.214,1.214,1.486,1.486,NDCOS,1,0,0,0,10,0.962,0.962,1.738,1.738,N,S
7,3,540,540,980,3320,3380,3,1,2,7,BSAS,14,2,112,College Math for Aviation II,D,1,,,,,2.929,2.929,0.071,0.071,BSAS,0,0,0,0,125,3.295,3.295,-0.295,-0.295,G,G
31,3.93,700,680,1380,4418,4524,0,0,1,7,BSEP,15,4,243,Calculus & Analytical Geom III,A,4,,,,,3.714,3.714,0.216,0.216,BSCM,1,0,0,1,131,3.469,3.469,0.461,0.461,G,G
299,4,720,620,1340,4360,4540,2,1,2,7,BSAE,16,4,241,Calculus & Analytical Geom I,A,4,,,,,4,4,0,0,BSAE,0,0,0,1,116,3.87,3.87,0.13,0.13,G,G
807,2.8,440,420,860,2960,3100,4,1,2,2,BSAS,16,1,6,Intermediate Algebra,C,2,,,,,1.8,1.8,1,1,BSAS,1,0,0,0,80,2,2,0.8,0.8,N,S
593,2.98,420,440,860,3088,3244,0,0,1,4,BSAS,16,1,6,Intermediate Algebra,D,1,,,,,1.533,1.533,1.447,1.447,BSASP,0,0,0,0,111,2.32,2.32,0.66,0.66,G,G
872,3.37,450,450,870,3342,3566,4,1,2,7,BSAE,17,4,241,Calculus & Analytical Geom I,D,1,,,,,1.6,1.6,1.77,1.77,BSAE,1,0,0,1,22,1.6,1.6,1.77,1.77,N,W
146,3,560,450,1010,3260,3410,2,1,2,9,BSAS,14,2,111,College Math for Aviation I,F,0,,,,,1,1,2,2,BSA,0,0,0,0,109,2.33,2.33,0.67,0.67,G,G
936,3.58,720,720,1370,4238,4234,0,0,2,7,BSAE,17,4,242,Calculus & Analytical Geom II,B,3,,,,,3.176,3.176,0.404,0.404,BSAE,1,0,0,1,127,3.16,3.16,0.42,0.42,G,G
385,3.38,450,580,1020,3628,3724,0,0,2,2,BSAS,16,1,6,Intermediate Algebra,B,3,,,,,2.467,2.467,0.913,0.913,BSAS,1,0,0,0,110,2.743,2.743,0.637,0.637,G,G
305,2,520,520,900,2620,2500,0,0,2,7,BSAS,13,2,111,College Math for Aviation I,B,3,,,,,1.75,1.75,0.25,0.25,BSA,1,0,0,0,118,2.313,2.313,-0.313,-0.313,G,G
111,3.71,570,550,1120,3896,4088,4,1,2,2,BSAS,16,2,112,College Math for Aviation II,A,4,,,,,3.813,3.813,-0.103,-0.103,BSAS,0,0,0,0,116,3.862,3.862,-0.152,-0.152,G,G
699,3.63,540,600,960,3738,3864,4,1,1,7,BSAE,15,4,241,Calculus & Analytical Geom I,B,3,,,,,3,3,0.63,0.63,BSAE,0,0,0,1,135,2.779,2.779,0.851,0.851,G,G
268,4,600,640,1130,4170,4330,2,1,1,4,BSATM,15,,,,,,,,,,3.8,3.8,0.2,0.2,BSSS,0,0,0,0,115,3.938,3.938,0.062,0.062,G,G
112,3.4,540,540,930,3510,3650,3,1,2,4,BSAE,17,4,241,Calculus & Analytical Geom I,C,2,,,,,1.706,1.706,1.694,1.694,BSAE,1,0,0,1,136,2.684,2.684,0.716,0.716,G,G
282,2.7,550,540,1090,3250,3250,3,1,2,7,BSAS,16,1,6,Intermediate Algebra,C,2,,,,,3,3,-0.3,-0.3,BSAS,1,0,0,0,110,3.108,3.108,-0.408,-0.408,G,G
541,3.7,590,590,1110,3920,4070,2,1,2,9,BSEP,15,4,241,Calculus & Analytical Geom I,A,4,,,,,3.6,3.6,0.1,0.1,BSEP,0,0,0,1,114,3.485,3.485,0.215,0.215,G,G
184,3.57,580,600,1070,3812,3926,4,1,2,7,BSHS,16,2,112,College Math for Aviation II,B,3,,,,,3.188,3.188,0.382,0.382,BSHS,1,0,0,0,122,3.453,3.453,0.117,0.117,G,G
225,3.04,550,600,1140,3564,3572,3,1,2,7,BSAE,15,4,241,Calculus & Analytical Geom I,C,2,,,,,2.6,2.6,0.44,0.44,BSHS,0,1,0,1,59,2.559,2.559,0.481,0.481,N,S
226,3.52,620,620,1230,3962,4046,3,1,2,7,BSAS,15,2,112,College Math for Aviation II,B,3,,,,,3.429,3.429,0.091,0.091,BSAS,0,0,0,0,107,3.084,3.084,0.436,0.436,G,G
91,3.96,640,650,1290,4316,4458,2,1,2,7,BSAS,15,2,112,College Math for Aviation II,A,4,,,,,4,4,-0.04,-0.04,BSHS,1,0,0,0,128,4,4,-0.04,-0.04,G,G
28,3.48,550,560,1110,3758,3894,4,1,2,7,BSAS,16,2,111,College Math for Aviation I,B,3,,,,,3.067,3.067,0.413,0.413,BSAS,0,0,0,0,126,3.403,3.403,0.077,0.077,G,G
510,2.75,710,710,1400,3760,3600,0,0,2,7,BSAE,16,4,241,Calculus & Analytical Geom I,C,2,,,,,1.154,1.154,1.596,1.596,BSAE,1,0,0,1,10,1.154,1.154,1.596,1.596,N,S
6,3.72,690,690,1270,4192,4246,4,1,2,7,BSME,16,4,242,Calculus & Analytical Geom II,A,4,,,,,3.5,3.5,0.22,0.22,BSME,0,0,0,1,146,2.99,2.99,0.73,0.73,G,G
826,3.5,600,580,1180,3860,3980,2,1,1,7,BSAMET,16,1,6,Intermediate Algebra,B,3,,,,,2.688,2.688,0.812,0.812,BSATM,0,1,0,1,107,3.37,3.37,0.13,0.13,G,G
253,3.35,590,570,1160,3740,3840,4,1,1,2,BSEP,13,4,241,Calculus & Analytical Geom I,F,0,,,,,1.231,1.231,2.119,2.119,BSBA,0,1,0,1,133,2.551,2.551,0.799,0.799,G,G
416,3.08,400,400,760,3008,3224,2,1,2,2,BSAS,17,2,111,College Math for Aviation I,B,3,,,,,3.313,3.313,-0.233,-0.233,BSAS,0,0,0,0,16,3.313,3.313,-0.233,-0.233,N,W
655,3.06,500,520,1010,3366,3458,2,1,2,2,BSATM,15,,,,,,,,,,2.8,2.8,0.26,0.26,BSATM,0,0,0,0,0, ,0,,3.06,N,W
428,3.57,640,680,1320,4142,4176,0,0,2,7,BSAE,16,4,241,Calculus & Analytical Geom I,C,2,,,,,3.063,3.063,0.507,0.507,BSAE,0,0,0,1,19,3.063,3.063,0.507,0.507,N,W
484,2.71,500,500,860,2986,3028,2,1,2,7,BSAE,15,4,140,College Algebra,F,0,142,Trigonometry,F,0,0.167,0.167,2.543,2.543,BSAE,0,0,0,1,0, ,0,,2.71,N,W
401,3.3,470,520,990,3490,3630,0,0,2,7,BSAS,16,1,6,Intermediate Algebra,C,2,,,,,3.067,3.067,0.233,0.233,BSAS,1,0,0,0,124,3.034,3.034,0.266,0.266,G,G
516,3.65,700,700,1310,4200,4230,4,1,2,9,BSAS,16,,,,,,,,,,3.467,3.467,0.183,0.183,BSAS,1,0,0,0,0, ,0,,3.65,N,W
745,3.38,450,620,1070,3718,3774,3,1,2,7,BSAS,16,2,112,College Math for Aviation II,F,0,,,,,1.933,1.933,1.447,1.447,BSATM,0,0,0,0,88,2.26,2.26,1.12,1.12,G,G
85,3.28,710,710,1300,3978,3924,4,1,2,7,BSAE,16,4,243,Calculus & Analytical Geom III,B,3,,,,,3.188,3.188,0.092,0.092,BSAE,0,0,0,1,69,3.245,3.245,0.035,0.035,N,W
682,2.82,390,420,810,2922,3066,2,1,1,2,BSAS,16,1,6,Intermediate Algebra,WF,0,,,,, ,0,,2.82,BSAS,0,0,0,0,0, ,0,,2.82,N,W
709,3.6,580,550,1130,3840,4010,3,1,2,7,BSAMET,16,1,6,Intermediate Algebra,B,3,,,,,3.563,3.563,0.037,0.037,BSAMET,0,0,0,1,100,2.436,2.436,1.164,1.164,N,W
886,2.97,540,680,1220,3682,3596,4,1,2,7,BSAE,16,,,,,,,,,,0.833,0.833,2.137,2.137,BSAE,0,0,0,1,0, ,0,,2.97,N,W
250,4,610,610,1160,4170,4360,0,0,1,7,BSAE,16,4,241,Calculus & Analytical Geom I,A,4,,,,,3.813,3.813,0.187,0.187,BSAE,0,0,0,1,120,3.6,3.6,0.4,0.4,G,G
900,3.47,510,510,970,3562,3746,0,0,2,9,BSAS,15,2,111,College Math for Aviation I,C,2,,,,,2,2,1.47,1.47,BSA,0,0,0,0,123,2.236,2.236,1.234,1.234,G,G
266,3.4,600,600,1020,3660,3740,0,0,2,7,BSAS,16,2,111,College Math for Aviation I,B,3,,,,,3.2,3.2,0.2,0.2,BSAS,1,0,0,0,15,3.2,3.2,0.2,0.2,N,W
34,2.7,560,540,1100,3260,3260,3,1,1,9,NDCOA,15,2,111,College Math for Aviation I,D,1,,,,,1.933,1.933,0.767,0.767,BSA,1,0,0,0,118,2.602,2.602,0.098,0.098,G,G
540,3,520,540,1050,3390,3450,3,1,1,4,BSAE,16,4,241,Calculus & Analytical Geom I,C,2,,,,,2.563,2.563,0.437,0.437,BSAE,0,0,0,1,116,2.543,2.543,0.457,0.457,G,G
223,3.55,630,630,1170,3930,4010,4,1,2,4,BSAE,16,4,140,College Algebra,B,3,142,Trigonometry,A,4,3.375,3.375,0.175,0.175,BSAMET,0,0,0,1,125,3.192,3.192,0.358,0.358,G,G
339,3.41,570,550,1120,3716,3848,0,0,2,7,BSBA,16,1,6,Intermediate Algebra,B,3,,,,,3.375,3.375,0.035,0.035,BSBA,0,0,0,0,126,3.796,3.796,-0.386,-0.386,G,G
294,2.88,560,560,1120,3408,3424,0,0,2,7,BSAS,16,2,112,College Math for Aviation II,B,3,,,,,3,3,-0.12,-0.12,BSAS,1,0,0,0,105,3.633,3.633,-0.753,-0.753,G,G
929,2.44,480,340,820,2624,2772,0,0,2,7,BSBA,16,2,120,Quantitative Methods I,F,0,,,,,1.375,1.375,1.065,1.065,BSBA,0,0,0,0,16,1.375,1.375,1.065,1.065,N,W
369,2.78,550,550,1050,3268,3274,1,0,2,7,BSAS,15,2,111,College Math for Aviation I,F,0,,,,,1.6,1.6,1.18,1.18,BSA,0,0,0,0,106,2.509,2.509,0.271,0.271,G,G
348,2.3,430,440,840,2660,2680,0,0,2,5,BSAE,14,2,111,College Math for Aviation I,F,0,,,,,2.5,2.5,-0.2,-0.2,BSATM,0,1,0,1,11,2.5,2.5,-0.2,-0.2,N,W
863,3.47,580,580,1130,3792,3906,0,0,2,4,BSAS,16,2,112,College Math for Aviation II,A,4,,,,,3.267,3.267,0.203,0.203,BSAS,1,0,0,0,116,3.606,3.606,-0.136,-0.136,G,G
345,2.56,510,420,930,2886,2978,0,0,2,7,BSAS,12,2,111,College Math for Aviation I,F,0,,,,,0,0,2.56,2.56,BSA,1,0,0,0,103,2.52,2.52,0.04,0.04,G,G
239,3.86,650,650,1240,4206,4328,4,1,2,7,BSEP,15,4,242,Calculus & Analytical Geom II,B,3,,,,,3.533,3.533,0.327,0.327,BSAE,0,0,0,1,130,3.095,3.095,0.765,0.765,G,G
693,3.05,570,570,980,3380,3420,1,0,2,5,BSAS,17,2,112,College Math for Aviation II,B,3,,,,,3.471,3.471,-0.421,-0.421,BSAS,1,0,0,0,124,3.62,3.62,-0.57,-0.57,G,G
646,3.4,600,580,1180,3800,3900,3,1,1,7,BSASP,15,2,111,College Math for Aviation I,B,3,,,,,3.6,3.6,-0.2,-0.2,BSASP,1,0,0,0,121,3.385,3.385,0.015,0.015,G,G
62,3.47,500,430,930,3442,3706,0,0,2,7,NDCOS,17,1,6,Intermediate Algebra,C,2,,,,,2.706,2.706,0.764,0.764,BSAE,0,0,0,0,148,2.45,2.45,1.02,1.02,G,G
446,3.08,620,580,1200,3628,3664,0,0,2,2,BSAS,15,3,241,Calculus & Analytical Geom I,D,1,,,,,1.4,1.4,1.68,1.68,BSAS,1,0,0,0,64,2.196,2.196,0.884,0.884,N,W
451,3.95,700,680,1380,4430,4540,4,1,2,7,BSAE,16,4,243,Calculus & Analytical Geom III,A,4,,,,,4,4,-0.05,-0.05,BSAE,1,0,0,1,133,3.842,3.842,0.108,0.108,G,G
425,3.9,480,480,910,3730,4030,1,0,2,7,BSAE,15,4,140,College Algebra,A,4,142,Trigonometry,B,3,3.4,3.4,0.5,0.5,BSAE,0,0,0,1,120,3.271,3.271,0.629,0.629,G,G
781,4,620,640,1260,4300,4460,3,1,1,7,BSAE,13,4,241,Calculus & Analytical Geom I,A,4,,,,,3.385,3.385,0.615,0.615,BSAE,0,0,0,1,124,3.148,3.148,0.852,0.852,G,G
588,3.3,500,500,990,3470,3630,1,0,2,9,BSAE,17,4,241,Calculus & Analytical Geom I,F,0,,,,,1.286,1.286,2.014,2.014,BSEE,1,0,0,1,7,1.286,1.286,2.014,2.014,N,S
373,3.27,490,560,1050,3572,3666,0,0,2,7,BSATM,16,2,111,College Math for Aviation I,C,2,,,,,3.063,3.063,0.207,0.207,BSATM,0,0,0,0,106,3.434,3.434,-0.164,-0.164,G,G
233,3,650,650,1170,3620,3570,0,0,2,7,BSAS,16,2,112,College Math for Aviation II,B,3,,,,,2.667,2.667,0.333,0.333,BSAS,1,0,0,0,126,3.48,3.48,-0.48,-0.48,G,G
52,3.76,680,580,1260,4096,4268,3,1,2,7,BSAS,16,2,112,College Math for Aviation II,A,4,,,,,4,4,-0.24,-0.24,BSAS,0,0,0,0,0, ,0,,3.76,N,W
829,3.14,600,510,1110,3504,3622,3,1,2,7,BSAS,16,2,111,College Math for Aviation I,C,2,,,,,2.733,2.733,0.407,0.407,BSATM,0,0,0,0,54,2.561,2.561,0.579,0.579,N,W
462,3.3,610,610,1170,3760,3810,4,1,2,7,BSAE,16,4,241,Calculus & Analytical Geom I,D,1,,,,,1.063,1.063,2.237,2.237,BSEP,0,0,0,1,66,2.318,2.318,0.982,0.982,N,W
756,3.55,650,630,1280,4040,4120,4,1,2,2,BSAE,16,4,241,Calculus & Analytical Geom I,A,4,,,,,3.813,3.813,-0.263,-0.263,BSAE,0,0,0,1,16,3.813,3.813,-0.263,-0.263,N,W
884,3,580,680,1260,3740,3660,2,1,2,4,BSAE,16,4,241,Calculus & Analytical Geom I,D,1,,,,,1.231,1.231,1.769,1.769,BSEP,0,0,0,1,133,3.186,3.186,-0.186,-0.186,G,G
74,2.7,530,530,1010,3160,3170,3,1,2,5,BSAS,17,2,111,College Math for Aviation I,C,2,,,,,2.941,2.941,-0.241,-0.241,BSA,0,0,0,0,47,2.702,2.702,-0.002,-0.002,N,W
95,3.25,540,500,1040,3490,3640,0,0,1,2,BSATM,16,2,111,College Math for Aviation I,F,0,,,,,2.125,2.125,1.125,1.125,BSATM,0,0,0,0,13,2.125,2.125,1.125,1.125,N,W
128,3.26,420,390,810,3156,3418,0,0,2,2,BSHS,17,2,111,College Math for Aviation I,W,0,,,,,2.571,2.571,0.689,0.689,BSHS,0,0,0,0,113,3.01,3.01,0.25,0.25,G,G
168,3.73,720,720,1350,4308,4334,3,1,2,7,BSAE,16,4,242,Calculus & Analytical Geom II,B,3,,,,,3.125,3.125,0.605,0.605,BSAE,1,0,0,1,73,2.563,2.563,1.167,1.167,N,S
366,2.98,610,640,1060,3488,3444,0,0,2,4,BSAE,17,4,241,Calculus & Analytical Geom I,B,3,,,,,2.824,2.824,0.156,0.156,BSAE,1,0,0,1,138,2,2,0.98,0.98,G,G
125,2.34,480,440,920,2764,2792,3,1,2,7,BSAS,15,1,6,Intermediate Algebra,C,2,,,,,1.714,1.714,0.626,0.626,BSHS,1,0,0,0,135,2.732,2.732,-0.392,-0.392,G,G
741,3.64,670,670,1190,4044,4102,4,1,1,7,BSASP,17,,,,,,,,,,3.118,3.118,0.522,0.522,BSASP,0,0,0,0,123,3.635,3.635,0.005,0.005,G,G
661,3.28,540,540,1080,3588,3704,4,1,2,7,BSAS,15,2,111,College Math for Aviation I,B,3,,,,,3.286,3.286,-0.006,-0.006,BSHS,0,0,0,0,144,3.471,3.471,-0.191,-0.191,G,G
869,3.64,500,470,970,3624,3882,0,0,2,7,BSSP,17,4,241,Calculus & Analytical Geom I,D,1,,,,,2.588,2.588,1.052,1.052,BSSP,1,0,0,1,82,2.856,2.856,0.784,0.784,N,W
850,3,640,640,1180,3620,3580,3,1,2,7,BSAS,16,2,112,College Math for Aviation II,B,3,,,,,3.133,3.133,-0.133,-0.133,BSAS,0,0,0,0,0, ,0,,3,N,W
759,3.42,600,600,1130,3782,3866,3,1,2,7,BSAE,16,4,241,Calculus & Analytical Geom I,C,2,,,,,2.375,2.375,1.045,1.045,BSAE,0,0,0,1,114,2.412,2.412,1.008,1.008,G,G
517,2.75,570,540,1110,3300,3310,3,1,2,7,BSAS,17,2,111,College Math for Aviation I,D,1,,,,,1.688,1.688,1.062,1.062,BSAS,1,0,0,0,20,2.05,2.05,0.7,0.7,N,W
43,3.66,640,650,1190,4036,4118,0,0,2,7,BSAS,16,2,112,College Math for Aviation II,A,4,,,,,3.125,3.125,0.535,0.535,BSAS,0,0,0,0,119,3.347,3.347,0.313,0.313,G,G
677,3.37,520,500,1020,3542,3716,4,1,2,7,BSME,17,3,142,Trigonometry,D,1,,,,,1.462,1.462,1.908,1.908,BSME,0,0,0,1,10,1.462,1.462,1.908,1.908,N,W
783,2.7,520,520,960,3100,3120,0,0,1,7,NDCOE,16,4,241,Calculus & Analytical Geom I,D,1,,,,,2.5,2.5,0.2,0.2,BSHFP,0,1,0,1,136.5,2.984,2.984,-0.284,-0.284,G,G
452,3.1,530,530,1050,3440,3530,1,0,2,7,BSAMS,12,,,,,,,,,,3.25,3.25,-0.15,-0.15,BSAMS,0,0,0,0,36,3.306,3.306,-0.206,-0.206,N,W
591,4,660,600,1260,4260,4460,0,0,1,7,BSAE,16,4,242,Calculus & Analytical Geom II,C,2,,,,,2.923,2.923,1.077,1.077,BSATM,0,1,0,1,105,3.683,3.683,0.317,0.317,G,G
81,3.94,510,510,980,3854,4132,4,1,2,7,BSAS,16,2,112,College Math for Aviation II,B,3,,,,,2.385,2.385,1.555,1.555,BSAS,0,0,0,0,0, ,0,,3.94,N,W
640,3.95,710,710,1360,4440,4520,2,1,2,7,BSAE,16,4,242,Calculus & Analytical Geom II,A,4,,,,,4,4,-0.05,-0.05,BSAE,0,0,0,1,126,4,4,-0.05,-0.05,G,G
182,3.3,660,660,1160,3800,3800,4,1,2,7,BSATM,16,,,,,,,,,,2.875,2.875,0.425,0.425,BSATM,0,0,0,0,107,3.104,3.104,0.196,0.196,G,G
362,4,780,780,1380,4560,4580,2,1,2,7,BSAE,16,4,242,Calculus & Analytical Geom II,A,4,,,,,4,4,0,0,BSAE,1,0,0,1,136,3.894,3.894,0.106,0.106,G,G
383,2.7,510,510,990,3120,3150,4,1,2,5,BSAS,15,1,6,Intermediate Algebra,B,3,,,,,1.733,1.733,0.967,0.967,BSAS,0,0,0,0,0, ,0,,2.7,N,W
528,2.57,590,490,1080,3112,3136,1,0,1,9,BSAS,16,2,111,College Math for Aviation I,AU,0,,,,,2.583,2.583,-0.013,-0.013,BSAS,1,0,0,0,21,2.292,2.292,0.278,0.278,N,W
524,3.37,620,620,1190,3832,3886,4,1,2,7,BSAE,16,4,241,Calculus & Analytical Geom I,B,3,,,,,2.625,2.625,0.745,0.745,BSAE,0,0,0,1,129,2.813,2.813,0.557,0.557,G,G
623,2.75,580,460,1040,3150,3240,1,0,1,9,NDCOB,16,1,5,Quantitative Skills,C,2,,,,,2.154,2.154,0.596,0.596,BSA,0,0,0,0,107,2.364,2.364,0.386,0.386,G,G
61,3.21,570,540,1110,3576,3678,0,0,2,7,BSAS,17,1,6,Intermediate Algebra,F,0,,,,,2,2,1.21,1.21,BSAS,1,0,0,0,145,3,3,0.21,0.21,G,G
230,3.55,520,620,1140,3890,3980,2,1,2,7,BSHFP,17,1,6,Intermediate Algebra,B,3,,,,,2.882,2.882,0.668,0.668,BSHFP,0,0,0,0,12,4,4,-0.45,-0.45,N,W
