CASENUM,hsgpa,SUPER V,SUPER M,Superset,STEMINDEX,NONSTEM INDEX,AL,FAR,SEX,ETHNIC,ACPROG1,termhrs,Math Tier,CRS1 ,CRS1 name,c1 grade,gradeN,C2 ID,C2 Name,C2 Grade,grade2N,1TG Bla,1TG zer,1T GD b,1T GD z,ACPROG2,Change,C F STEM,C T STEM,STEM1,CUMHRS2,CG Bla,CG 0,FG D b,FG D z,RATE,RATE.WSD
518,3.38,550,550,1090,3668,3794,1,1,2,2,BSAE,16,4,241,Calculus & Analytical Geom I,B,3,,,,,3,3,0.38,0.38,BSAE,0,0,0,1,119,2.849,2.849,0.531,0.531,G,G
629,3.82,720,680,1400,4372,4456,4,1,1,7,BSAE,16,4,243,Calculus & Analytical Geom III,B,3,,,,,3.375,3.375,0.445,0.445,BSAE,0,0,0,1,141,3.109,3.109,0.711,0.711,G,G
639,3.6,520,520,890,3570,3770,3,1,2,5,BSAE,16,4,241,Calculus & Analytical Geom I, ,0,,,,, ,0,,3.6,BSAE,0,0,0,1,20,2.45,2.45,1.15,1.15,N,W
32,3.01,390,390,780,2976,3188,2,1,2,5,BSAE,16,4,241,Calculus & Analytical Geom I,C,2,,,,,2.692,2.692,0.318,0.318,NDGRU,1,1,0,1,129,2.661,2.661,0.349,0.349,G,G
938,3.7,670,630,1300,4150,4260,2,1,2,7,BSAE,16,4,142,Trigonometry,C,2,241,Calculus & Analytical Geom I,F,0,1.688,1.688,2.012,2.012,BSAE,1,0,0,1,9,1.688,1.688,2.012,2.012,N,W
779,3.6,600,580,1180,3920,4060,3,1,2,7,BSEE,17,4,241,Calculus & Analytical Geom I,A,4,,,,,2.941,2.941,0.659,0.659,BSEE,1,0,0,1,20,2.941,2.941,0.659,0.659,N,W
930,3.74,370,370,690,3304,3682,1,0,2,2,BSME,17,,,,,,,,,, ,0,,3.74,BSME,0,0,0,1,0, ,0,,3.74,N,W
918,3.98,720,600,1320,4308,4504,4,1,1,7,BSAE,16,4,241,Calculus & Analytical Geom I,B,3,,,,,2.813,2.813,1.167,1.167,BSAMET,1,0,0,1,44,3.025,3.025,0.955,0.955,N,W
727,3.61,770,740,1510,4416,4398,1,0,2,7,BSAE,17,4,242,Calculus & Analytical Geom II,C,2,,,,,3.286,3.286,0.324,0.324,BSHS,1,1,0,1,128,3.236,3.236,0.374,0.374,G,G
121,3.95,580,700,1280,4350,4440,4,1,2,7,BSAE,16,3,140,College Algebra,B,3,,,,,3.375,3.375,0.575,0.575,BSAE,0,0,0,1,123,3.394,3.394,0.556,0.556,G,G
70,3.74,510,540,1050,3834,4042,4,1,2,7,BSAMET,16,2,111,College Math for Aviation I,C,2,,,,,3.25,3.25,0.49,0.49,BSAMET,0,0,0,1,16,3.25,3.25,0.49,0.49,N,W
529,3.05,620,620,1240,3690,3680,0,0,2,7,BSAE,17,4,241,Calculus & Analytical Geom I,B,3,,,,,3.412,3.412,-0.362,-0.362,BSAE,1,0,0,1,134,3.291,3.291,-0.241,-0.241,G,G
22,3.95,580,580,1160,4110,4320,0,0,2,7,NDCOE,16,4,241,Calculus & Analytical Geom I,W,0,,,,,3.5,3.5,0.45,0.45,NDCOE,0,0,0,1,0, ,0,,3.95,N,W
353,3.21,560,500,1060,3486,3628,3,1,2,7,BSAMET,15,4,241,Calculus & Analytical Geom I,F,0,,,,,2.267,2.267,0.943,0.943,BSAMET,1,0,0,1,21,2.071,2.071,1.139,1.139,N,W
499,3.48,540,500,1040,3628,3824,1,0,1,9,BSCE,15,1,6,Intermediate Algebra,A,4,,,,,3.25,3.25,0.23,0.23,BSCE,0,0,0,1,12,3.25,3.25,0.23,0.23,N,W
124,4,700,600,1300,4300,4500,3,1,1,7,BSME,15,4,140,College Algebra,A,4,142,Trigonometry,A,4,3.8,3.8,0.2,0.2,BSME,1,0,0,1,48,3,3,1,1,N,W
255,3.07,460,460,880,3182,3336,3,1,2,2,BSAE,15,1,6,Intermediate Algebra,C,2,,,,,2.467,2.467,0.603,0.603,BSME,0,0,0,1,149,2.31,2.31,0.76,0.76,G,G
651,2.6,430,410,840,2810,2920,3,1,1,7,BSAMET,14,,,,,,,,,, ,0,,2.6,BSAMET,0,0,0,1,0, ,0,,2.6,N,W
545,3.532,560,560,1080,3759.2,3905.6,0,0,2,7,BSAE,14,,,,,,,,,, ,0,,3.532,BSAE,0,0,0,1,0, ,0,,3.532,N,W
357,3.67,550,550,950,3702,3886,4,1,2,4,BSAE,17,4,242,Calculus & Analytical Geom II,B,3,,,,,2.706,2.706,0.964,0.964,BSAE,0,0,0,1,121,2.482,2.482,1.188,1.188,G,G
114,3.9,760,670,1430,4440,4550,0,0,2,7,BSAE,16,2,111,College Math for Aviation I,A,4,,,,,3.313,3.313,0.587,0.587,BSAE,0,0,0,1,143,3.457,3.457,0.443,0.443,G,G
159,3.86,680,680,1310,4306,4398,4,1,2,2,BSAE,16,4,241,Calculus & Analytical Geom I,A,4,,,,,4,4,-0.14,-0.14,BSHFP,1,1,0,1,160,3.512,3.512,0.348,0.348,G,G
392,4,590,590,1120,4110,4320,4,1,2,7,BSAE,16,4,242,Calculus & Analytical Geom II,B,3,,,,,3,3,1,1,BSAE,1,0,0,1,120,2.944,2.944,1.056,1.056,G,G
44,3.13,510,580,1090,3548,3594,3,1,2,7,BSSE,15,4,140,College Algebra,D,1,142,Trigonometry,D,1,1.533,1.533,1.597,1.597,BSSE,0,0,0,1,15,1.533,1.533,1.597,1.597,N,S
628,3.3,660,560,1220,3760,3860,3,1,1,7,BSAE,14,4,241,Calculus & Analytical Geom I,D,1,,,,,2.154,2.154,1.146,1.146,BSHFP,0,1,0,1,40,2.818,2.818,0.482,0.482,N,W
176,3,520,490,1010,3300,3410,4,1,2,7,BSAE,16,4,241,Calculus & Analytical Geom I,F,0,,,,,0.625,0.625,2.375,2.375,BSAE,1,0,0,1,3,0.769,0.769,2.231,2.231,N,S
243,2.95,470,460,930,3160,3290,4,1,2,5,BSAE,14,4,241,Calculus & Analytical Geom I,F,0,,,,,1.286,1.286,1.664,1.664,BSATM,0,1,0,1,7,1.286,1.286,1.664,1.664,N,W
39,3.9,780,780,1550,4670,4670,1,0,2,7,BSAE,14,5,345,Differential Eq & Matrix Meth,B,3,,,,,3.357,3.357,0.543,0.543,BSME,1,0,0,1,157,3.419,3.419,0.481,0.481,G,G
515,2.9,490,560,1050,3350,3370,4,1,2,7,BSAE,15,3,140,College Algebra,F,0,,,,,0.417,0.417,2.483,2.483,BSHS,0,1,0,1,3,0.417,0.417,2.483,2.483,N,S
441,3.25,670,650,1320,3920,3920,1,1,2,2,BSAE,14,4,241,Calculus & Analytical Geom I,A,4,,,,,2.929,2.929,0.321,0.321,BSME,0,0,0,1,124,2.723,2.723,0.527,0.527,G,G
889,3.01,610,610,1120,3536,3528,0,0,2,7,BSAE,17,4,241,Calculus & Analytical Geom I,D,1,,,,,1.643,1.643,1.367,1.367,BSA,0,1,0,1,112,2.441,2.441,0.569,0.569,G,G
197,3.68,670,670,1270,4148,4214,3,1,2,7,BSAE,16,4,241,Calculus & Analytical Geom I,A,4,,,,,3.813,3.813,-0.133,-0.133,BSAE,1,0,0,1,127,3.241,3.241,0.439,0.439,G,G
