CASENUM,Strm,AIDYEAR,INCOME,EFC,FA.IFS,FA.SCH,FA.SUB,FA.UNSUB,FA.PERK,FA.PELL,FA.OTHER
2,FALL 13,2014,0,0,1500,0,0,0,0,0,0
2,SPRING 14,2014,0,0,1500,0,0,0,0,0,0
2,FALL 14,2015,0,0,1500,0,0,0,0,0,0
2,SPRING 15,2015,0,0,1125,0,0,0,0,0,0
3,SPRING 13,2013,43688,3377,0,450,0,0,0,0,0
3,FALL 13,2014,47578,3279,0,0,0,0,0,0,15060
3,SPRING 14,2014,47578,3279,0,0,0,0,0,1198,15060
3,FALL 14,2015,41913,1414,0,0,0,0,0,2140,9690
3,SPRING 15,2015,41913,1414,0,0,0,0,0,2140,9690
4,FALL 12,2013,21893,0,250,0,0,1000,0,0,12924
4,SUMMER 13,2013,21893,0,0,0,875,0,0,0,0
4,FALL 13,2014,20597,0,4250,0,2250,1000,2000,2823,2308
4,SPRING 14,2014,20597,0,4250,0,2250,1000,2000,2822,2308
4,FALL 14,2015,20597,0,4250,0,2250,1000,0,2865,277
4,SPRING 15,2015,20597,0,4250,0,2250,1000,0,2865,277
5,FALL 12,2013,87068,11979,0,750,1750,1000,0,0,15000
5,SPRING 13,2013,87068,11979,1000,0,0,0,0,0,0
5,SUMMER 13,2013,87068,11979,0,0,875,0,0,0,25000
5,FALL 13,2014,87068,11078,4750,0,1750,1000,2000,0,20220
5,SPRING 14,2014,87068,11078,4750,0,1750,1000,2000,0,13881
5,SUMMER 14,2014,87068,11078,0,0,0,0,0,0,34016
5,FALL 14,2015,87068,10665,4750,0,2250,1000,0,0,15856
5,SPRING 15,2015,87068,10665,4750,0,2250,1000,0,0,15856
5,SUMMER 15,2015,87068,10665,0,0,1125,500,0,0,29211
6,FALL 12,2013,161557,22374,0,0,0,0,0,0,17699
6,FALL 13,2014,84450,3531,2250,275,0,0,0,0,0
6,SPRING 14,2014,84450,3531,2250,275,0,0,0,0,0
7,FALL 12,2013,7408,0,0,0,0,0,0,2775,0
7,SPRING 13,2013,7408,0,0,0,0,0,0,0,25449
8,FALL 12,2013,60635,13981,250,0,0,0,0,0,0
8,FALL 13,2014,57977,5629,0,0,2250,1000,0,0,20131
8,SPRING 14,2014,57977,5629,0,0,2250,1000,0,0,20131
8,FALL 14,2015,64255,7142,0,0,2750,1000,0,0,0
8,SPRING 15,2015,64255,7142,0,0,2750,1000,0,0,16356
9,SPRING 13,2013,0,220,0,0,0,0,0,2650,0
9,FALL 13,2014,64620,6206,1500,0,1750,1000,1500,0,17806
9,SPRING 14,2014,64620,6206,1500,0,1750,1000,1500,0,17806
9,FALL 14,2015,8850,0,1500,0,2250,1000,0,2865,16457
9,SPRING 15,2015,8850,0,1500,0,2250,1000,0,1433,17457
10,FALL 12,2013,48875,2853,0,1000,0,0,0,0,7599
10,SPRING 13,2013,48875,2853,0,0,1324,0,0,0,0
10,SUMMER 13,2013,48875,2853,0,0,0,500,0,0,9914
10,FALL 13,2014,111636,13608,7500,3750,1750,1000,0,0,9381
10,SPRING 14,2014,111636,13608,7500,3750,1750,1000,0,0,9381
10,FALL 14,2015,40830,3528,7500,2250,0,0,0,1090,9266
10,SPRING 15,2015,40830,3528,7500,2250,0,0,0,1090,9266
11,FALL 12,2013,49922,7604,2500,0,0,0,0,0,0
11,FALL 13,2014,53350,9811,6000,0,1750,0,2000,0,0
11,SPRING 14,2014,53350,9811,6000,0,1750,0,2000,0,0
11,FALL 14,2015,55574,6990,6000,0,2750,0,0,0,0
11,SPRING 15,2015,55574,6990,6000,0,2750,0,0,0,0
11,SUMMER 15,2015,55574,6990,0,0,1375,0,0,0,0
12,FALL 13,2014,172999,41007,2500,0,378,2873,0,0,0
12,SPRING 14,2014,172999,41007,2500,0,377,2872,0,0,0
12,FALL 14,2015,207476,52514,2500,0,0,3750,0,0,0
12,SPRING 15,2015,207476,52514,2500,0,0,3750,0,0,0
13,FALL 12,2013,24293,322,0,1000,0,0,0,0,0
13,SPRING 13,2013,24293,322,3000,0,0,0,0,0,0
13,FALL 13,2014,38449,0,5500,0,1750,1000,0,2823,0
13,SPRING 14,2014,38449,0,5500,0,1750,1000,0,2822,0
13,SUMMER 14,2014,38449,0,0,0,2250,1000,0,0,0
13,FALL 14,2015,25131,0,5500,0,0,0,0,2865,0
13,SPRING 15,2015,25131,0,5500,0,0,0,0,2149,0
13,SUMMER 15,2015,25131,0,0,0,2750,1000,4000,0,0
14,FALL 12,2013,45666,2266,0,0,0,0,0,0,9400
14,SPRING 13,2013,45666,2266,0,0,1750,0,0,1650,0
14,FALL 13,2014,43166,1006,5250,500,2250,1000,0,2298,26046
14,SPRING 14,2014,43166,1006,5250,500,2250,1000,0,2297,15046
14,FALL 14,2015,42183,1130,5250,0,2250,1000,0,2290,33966
14,SPRING 15,2015,42183,1130,5250,1000,2250,1000,0,2290,24882
15,SPRING 13,2013,20931,0,0,2500,0,0,0,2775,0
16,FALL 12,2013,0,1,250,0,0,0,0,0,18199
17,SPRING 13,2013,154263,41863,0,0,0,0,0,0,6250
17,FALL 13,2014,0,0,0,0,0,0,0,0,20500
17,SPRING 14,2014,0,0,0,0,0,0,0,0,20000
17,FALL 14,2015,0,0,0,0,0,0,0,0,20000
17,SPRING 15,2015,0,0,0,0,0,0,0,0,20000
18,SPRING 13,2013,121950,23748,1500,0,0,0,0,0,0
18,FALL 13,2014,134942,28494,4000,0,2250,1000,0,0,2500
18,SPRING 14,2014,134942,28494,4000,0,2250,1000,0,0,2500
18,FALL 14,2015,146625,16911,4000,0,0,0,0,0,2500
18,SPRING 15,2015,146625,16911,4000,0,0,0,0,0,2500
19,FALL 12,2013,73337,8264,3500,0,0,0,0,0,0
19,SPRING 13,2013,73337,8264,3875,0,0,0,0,0,8500
19,FALL 13,2014,0,0,5000,1,0,0,0,0,0
19,SPRING 14,2014,0,0,5000,0,0,0,0,0,0
20,FALL 12,2013,96832,11541,1500,0,0,1000,0,0,0
20,SPRING 13,2013,96832,11541,0,0,0,2000,0,0,0
21,FALL 12,2013,186200,97472,750,0,0,0,0,0,0
21,SPRING 13,2013,186200,97472,3500,0,0,0,0,0,0
21,FALL 13,2014,0,0,4000,0,0,0,0,0,0
21,SPRING 14,2014,0,0,4000,0,0,0,0,0,0
21,FALL 14,2015,0,0,1280,0,0,0,0,0,0
21,SPRING 15,2015,0,0,5536,0,0,0,0,0,0
22,FALL 12,2013,32315,2875,6000,1200,0,1000,0,0,0
22,SPRING 13,2013,32315,2875,0,0,875,0,0,0,1000
23,SPRING 13,2013,152057,42136,2000,0,0,0,0,0,0
24,FALL 12,2013,31373,0,0,0,0,1000,0,0,0
24,FALL 13,2014,27144,0,0,0,0,0,0,0,20000
25,FALL 12,2013,187798,26235,0,0,0,0,0,0,19074
25,SPRING 13,2013,187798,26235,500,0,0,0,0,0,0
25,FALL 13,2014,181119,24799,1000,0,2250,1000,0,0,12500
25,SPRING 14,2014,181119,24799,1000,0,2250,1000,0,0,12500
25,FALL 14,2015,289783,86260,1000,0,0,3250,0,0,13500
25,SPRING 15,2015,289783,86260,1000,0,0,3250,0,0,13500
26,FALL 12,2013,135011,29403,0,0,0,1000,0,0,0
26,SPRING 13,2013,135011,29403,500,250,0,0,0,0,3600
26,FALL 13,2014,116387,14544,2750,700,1750,1000,2000,0,34981
26,SPRING 14,2014,116387,14544,2750,0,1750,1000,2000,0,15881
26,FALL 14,2015,81526,7185,2750,250,2250,1000,1500,0,45156
26,SPRING 15,2015,81526,7185,2750,250,2250,1000,1500,0,16356
26,SUMMER 15,2015,81526,7185,0,0,2750,1000,0,0,9213
27,FALL 12,2013,281642,78981,2500,0,0,0,0,0,0
27,SPRING 13,2013,281642,78981,2500,0,0,0,0,0,0
27,FALL 13,2014,247649,70367,7000,0,0,3250,0,0,13131
27,SPRING 14,2014,247649,70367,7000,0,0,3250,0,0,13131
27,FALL 14,2015,217294,58732,7000,0,0,3750,0,0,13106
27,SPRING 15,2015,217294,58732,7000,0,0,3750,0,0,13106
27,SUMMER 15,2015,217294,58732,0,0,1375,500,0,0,8000
28,FALL 12,2013,0,7140,1500,0,0,0,0,0,0
29,SPRING 13,2013,29532,0,0,0,1750,0,0,0,0
29,FALL 13,2014,36525,0,1000,500,2250,1000,0,2823,35956
29,SPRING 14,2014,36525,0,1000,500,2250,1000,0,2822,19887
29,FALL 14,2015,39116,0,1000,105,0,0,0,2865,40891
29,SPRING 15,2015,39116,0,1000,104,0,0,0,2865,23691
29,SUMMER 15,2015,39116,0,0,0,0,0,0,0,30000
30,FALL 12,2013,13782,0,2500,0,0,0,0,0,0
31,SPRING 13,2013,104818,12213,7250,0,0,0,0,0,12199
31,FALL 13,2014,98540,10957,7750,0,2250,1000,2000,0,21669
31,SPRING 14,2014,98540,10957,7750,0,2250,1000,2000,0,10381
31,FALL 14,2015,103197,11427,7750,535,2750,1000,1500,0,10321
31,SPRING 15,2015,103197,11427,7750,535,2750,1000,1500,0,10321
32,FALL 13,2014,131406,47993,4500,1648,0,0,0,0,1250
32,SPRING 14,2014,131406,47993,4500,1442,0,0,0,0,1250
32,FALL 14,2015,0,0,4500,1648,0,0,0,0,1500
32,SPRING 15,2015,0,0,4500,1545,0,0,0,0,1500
33,FALL 12,2013,41265,1982,6000,1400,0,0,0,0,1000
33,SPRING 13,2013,41265,1982,0,0,0,0,0,1800,1000
33,FALL 13,2014,21747,0,7047,1693,0,0,0,2823,1250
33,SPRING 14,2014,21747,0,7047,1692,0,0,0,2822,1250
33,FALL 14,2015,44814,2271,5405,1237,0,0,0,1740,4000
33,SPRING 15,2015,44814,2271,5405,1442,0,0,0,1740,4000
34,SPRING 13,2013,225064,60408,500,1000,0,0,0,0,0
34,FALL 13,2014,159000,28459,2000,0,1750,1000,2000,0,9000
34,SPRING 14,2014,159000,28459,2000,0,1750,1000,2000,0,9000
34,FALL 14,2015,199097,52829,2000,0,0,0,0,0,21856
34,SPRING 15,2015,199097,52829,2000,0,0,0,0,0,21856
35,FALL 12,2013,56409,8180,3000,0,1750,0,0,0,0
35,SPRING 13,2013,56409,8180,500,1700,0,0,0,0,1075
35,FALL 13,2014,51494,7176,4000,1648,2750,1000,1500,0,1250
35,SPRING 14,2014,51494,7176,4000,1545,2750,1000,1500,0,1250
35,FALL 14,2015,51494,7120,4000,1442,2750,1000,1500,0,1500
35,SPRING 15,2015,51494,7120,4000,1442,2750,1000,1500,0,1500
36,FALL 12,2013,56864,6966,0,0,1750,0,0,0,10000
36,SPRING 13,2013,56864,6966,0,0,1750,0,0,0,1075
36,FALL 13,2014,61931,7734,500,0,1750,1000,0,0,18250
36,SPRING 14,2014,61931,7734,500,0,1750,1000,0,0,18250
36,SUMMER 14,2014,61931,7734,0,0,1125,500,0,0,6500
36,FALL 14,2015,75297,14638,500,0,2250,1000,0,0,15732
36,SPRING 15,2015,75297,14638,500,0,2250,1000,0,0,15732
37,FALL 12,2013,0,20,250,0,0,0,0,0,0
37,SPRING 13,2013,0,20,1000,0,0,0,0,0,0
37,FALL 13,2014,0,0,0,0,0,0,0,0,18000
38,FALL 12,2013,66382,8550,1750,0,0,0,0,0,0
38,SPRING 13,2013,66382,8550,5250,0,0,0,0,0,0
38,FALL 13,2014,34099,2861,5250,0,0,0,0,1398,0
38,SPRING 14,2014,34099,2861,5250,0,0,0,0,1397,0
38,FALL 14,2015,59932,9578,10500,0,0,0,0,0,0
39,FALL 12,2013,147778,18943,0,0,1750,0,0,0,37000
39,SPRING 13,2013,147778,18943,0,0,0,2000,0,0,0
39,FALL 13,2014,130000,12678,1250,0,2250,1000,0,0,19733
39,SPRING 14,2014,130000,12678,1250,0,2250,1000,0,0,18881
39,FALL 14,2015,142576,17528,1250,0,2250,1000,0,0,30644
39,SPRING 15,2015,142576,17528,1250,0,2250,1000,0,0,39356
40,FALL 12,2013,63301,11245,2750,0,1750,0,0,0,0
40,SPRING 13,2013,63301,11245,0,0,0,0,0,0,5500
40,FALL 13,2014,56964,6353,6250,0,2250,1000,0,0,14131
40,SPRING 14,2014,56964,6353,6250,0,2250,1000,0,0,20631
40,FALL 14,2015,51160,4752,6250,0,2750,1000,1500,490,12116
40,SPRING 15,2015,51160,4752,6250,0,2750,1000,1500,490,26116
41,SPRING 13,2013,131195,26126,0,0,0,1000,0,0,12574
41,FALL 13,2014,200297,53853,4500,1,0,3250,0,0,2800
41,SPRING 14,2014,200297,53853,4500,0,0,3250,0,0,2800
41,FALL 14,2015,227445,74453,4500,1,0,3750,0,0,2875
41,SPRING 15,2015,227445,74453,4500,0,0,3750,0,0,2875
42,FALL 12,2013,85127,11971,4250,0,1750,1000,0,0,1075
42,SPRING 13,2013,85127,11971,500,0,0,0,0,0,0
42,FALL 13,2014,100000,10723,4500,924,2250,1000,1500,0,1250
42,SPRING 14,2014,100000,10723,4500,1001,2250,1000,1500,0,1250
42,FALL 14,2015,150000,26254,4500,1078,2151,1599,1500,0,1500
42,SPRING 15,2015,150000,26254,4500,1155,2074,1599,1500,0,1500
43,FALL 12,2013,33900,1805,0,0,1750,2000,0,0,0
43,SPRING 13,2013,33900,1805,0,0,0,1000,2500,0,1000
43,FALL 13,2014,25305,379,6500,0,2750,3500,2000,2648,1250
43,SPRING 14,2014,25305,379,6500,0,2750,3500,2000,2647,1250
44,FALL 12,2013,19580,0,750,0,0,0,0,2775,1100
44,FALL 13,2014,26280,23,500,0,1750,1000,0,2798,17334
44,SPRING 14,2014,26280,23,500,0,1750,1000,0,2797,17333
44,FALL 14,2015,25641,0,500,0,2250,1000,0,2865,17421
44,SPRING 15,2015,25641,0,500,0,2250,1000,0,2865,17421
44,SUMMER 15,2015,25641,0,0,0,2250,1000,0,0,9096
45,FALL 12,2013,17911,0,0,0,0,1000,2000,2775,0
45,SPRING 13,2013,17911,0,0,0,0,0,0,0,12799
46,FALL 13,2014,173471,53344,2500,0,0,3250,0,0,0
46,SPRING 14,2014,173471,53344,2500,0,0,3250,0,0,0
46,FALL 14,2015,137475,76076,2500,0,0,3750,0,0,0
46,SPRING 15,2015,137475,76076,2500,0,0,3750,0,0,0
48,FALL 12,2013,134146,31776,0,0,0,0,0,0,12500
48,SPRING 13,2013,134146,31776,1500,0,1750,0,0,0,0
48,FALL 13,2014,132303,31683,0,0,0,0,0,0,17500
48,SPRING 14,2014,132303,31683,0,0,0,0,0,0,17500
49,FALL 12,2013,17758,3032,0,0,0,3000,0,0,0
49,SPRING 13,2013,17758,3032,0,0,1750,0,0,0,0
50,FALL 12,2013,74408,7461,1000,0,0,0,0,0,13800
50,FALL 13,2014,68966,5606,1000,0,2250,1000,0,0,38365
50,SPRING 14,2014,68966,5606,1000,0,2250,1000,0,0,29981
50,SUMMER 14,2014,68966,5606,0,0,1125,500,0,0,16228
50,FALL 14,2015,54168,3111,1000,0,2250,1000,0,1290,20000
50,SPRING 15,2015,54168,3111,1000,0,2250,1000,0,1290,18569
50,SUMMER 15,2015,54168,3111,0,0,1375,500,0,0,6000
52,FALL 12,2013,53412,4234,5500,1000,0,0,0,650,12099
53,FALL 12,2013,68256,14150,0,0,0,0,0,0,1075
53,SPRING 13,2013,68256,14150,500,0,0,1000,0,0,0
53,FALL 13,2014,73048,15471,1750,0,0,0,0,0,0
53,SPRING 14,2014,73048,15471,1750,0,0,0,0,0,0
53,FALL 14,2015,76090,14005,1750,0,2750,1000,0,0,30956
53,SPRING 15,2015,76090,14005,1750,0,2750,1000,0,0,18356
54,FALL 12,2013,48220,3370,0,0,0,1000,0,0,0
54,SPRING 13,2013,48220,3370,1250,0,0,1000,0,0,0
54,FALL 13,2014,46091,2403,4750,0,2250,1000,0,1598,0
54,SPRING 14,2014,46091,2403,4750,0,2250,1000,0,1198,9000
54,FALL 14,2015,83207,3582,4750,0,2750,1000,0,1090,0
54,SPRING 15,2015,83207,3582,4750,0,2750,1000,0,1090,20000
55,FALL 12,2013,12012,0,0,0,0,0,0,2775,0
55,SPRING 13,2013,12012,0,2000,0,0,0,0,0,0
55,FALL 13,2014,16094,0,2000,0,0,0,0,2823,0
55,SPRING 14,2014,16094,0,2000,0,0,0,0,2822,0
57,FALL 12,2013,0,0,0,500,0,0,2750,0,0
57,SPRING 13,2013,0,0,0,2250,0,0,2750,2725,0
59,FALL 12,2013,119989,26545,0,0,0,0,0,0,1075
59,FALL 13,2014,129973,30493,750,1232,1750,1000,0,0,1250
59,SPRING 14,2014,129973,30493,750,1001,1750,1000,0,0,1250
59,FALL 14,2015,144208,18028,750,1001,2250,1000,1500,0,1500
59,SPRING 15,2015,144208,18028,750,1232,2250,1000,1500,0,1500
60,FALL 12,2013,147782,35265,1000,0,0,2750,0,0,0
60,FALL 13,2014,191352,49341,8500,0,0,0,0,0,0
60,SPRING 14,2014,191352,49341,8500,0,0,0,0,0,0
60,FALL 14,2015,0,0,8500,0,0,0,0,0,0
60,SPRING 15,2015,0,0,4978,0,0,0,0,0,0
61,FALL 12,2013,7164,0,0,125,0,0,0,2775,6674
61,SPRING 13,2013,7164,0,0,0,0,0,1500,0,0
61,FALL 13,2014,7500,0,6500,0,1750,1000,0,2823,11309
61,SPRING 14,2014,7500,0,6500,250,1750,1000,0,2822,11308
61,FALL 14,2015,0,0,6500,985,2250,1000,1500,2865,9047
61,SPRING 15,2015,0,0,6500,985,2250,1000,1500,2865,9048
61,SUMMER 15,2015,0,0,0,800,2750,1000,0,0,5071
62,FALL 12,2013,233121,29386,0,0,1750,0,0,0,18699
62,SPRING 13,2013,233121,29386,0,0,1750,0,0,0,0
62,FALL 13,2014,37129,963,1250,0,2250,1000,0,2348,34381
63,FALL 12,2013,29158,6,1100,0,0,1000,0,0,0
63,SPRING 13,2013,29158,6,0,0,0,1000,0,0,12500
63,FALL 13,2014,21944,0,2600,1500,2750,1000,0,2823,13000
63,SPRING 14,2014,21944,0,2600,1500,2750,1000,0,2822,13000
63,FALL 14,2015,26418,5,3000,0,2750,1000,0,2840,14877
64,FALL 12,2013,116172,26445,0,0,0,0,0,0,5000
64,SPRING 13,2013,116172,26445,0,0,0,1000,0,0,5000
64,FALL 13,2014,108767,23987,4000,1078,2250,1000,0,0,6250
64,SPRING 14,2014,108767,23987,4000,924,2250,1000,0,0,6250
64,SUMMER 14,2014,108767,23987,0,0,2750,1000,0,0,0
64,FALL 14,2015,110267,20011,5500,924,2750,1000,0,0,6500
64,SPRING 15,2015,110267,20011,4000,1155,2750,1000,0,0,6500
65,FALL 13,2014,103870,27668,5500,0,0,0,0,0,0
65,SPRING 14,2014,103870,27668,5500,0,0,0,0,0,0
65,FALL 14,2015,46246,11788,5500,0,0,0,0,0,0
65,SPRING 15,2015,46246,11788,5500,0,0,0,0,0,0
66,SPRING 13,2013,74322,6660,6500,0,0,0,0,0,0
66,FALL 13,2014,50994,3508,7500,2650,0,0,0,1048,2500
66,SPRING 14,2014,50994,3508,7500,2650,0,0,0,1047,4500
66,FALL 14,2015,86086,18568,7500,0,0,0,0,0,5500
66,SPRING 15,2015,86086,18568,7500,0,0,0,0,0,9500
67,FALL 12,2013,8367,0,0,0,1750,0,0,2775,0
67,SPRING 13,2013,8367,0,0,0,1750,0,0,0,7500
67,FALL 13,2014,7977,0,1250,0,2250,1000,0,2823,22454
67,SPRING 14,2014,7977,0,1250,0,2250,1000,0,2822,16559
67,SUMMER 14,2014,7977,0,0,0,0,0,0,0,3000
68,FALL 12,2013,0,0,0,0,1750,0,0,0,18799
68,SPRING 13,2013,0,0,750,0,1750,0,0,0,0
68,FALL 13,2014,0,0,2250,0,1750,1000,0,2823,29359
68,SPRING 14,2014,0,0,2250,0,1750,1000,0,2822,21902
68,FALL 14,2015,0,0,750,0,2750,1000,0,2865,34570
68,SPRING 15,2015,0,0,750,0,2750,1000,0,2865,16969
69,SPRING 13,2013,166706,45004,0,0,0,0,0,0,600
69,FALL 13,2014,151870,40913,4000,1,0,3250,0,0,0
69,SPRING 14,2014,151870,40913,4000,0,0,3250,0,0,0
69,FALL 14,2015,225470,32737,4250,1,0,0,0,0,0
69,SPRING 15,2015,225470,32737,4250,0,0,0,0,0,0
70,FALL 12,2013,103263,19067,0,333,0,0,0,0,0
70,SPRING 13,2013,103263,19067,8000,0,0,0,0,0,11949
70,FALL 13,2014,108530,21036,8500,0,1750,0,2000,0,8843
70,SPRING 14,2014,108530,21036,8500,0,1750,0,2000,0,8843
70,FALL 14,2015,114464,21785,8500,0,2250,0,0,0,12106
70,SPRING 15,2015,114464,21785,8500,0,2250,0,0,0,12106
71,FALL 13,2014,569604,99999,6000,0,0,0,0,0,0
71,SPRING 14,2014,569604,99999,1255,0,0,0,0,0,0
71,FALL 14,2015,635690,196793,6000,0,0,0,0,0,0
71,SPRING 15,2015,635690,196793,6000,0,0,0,0,0,0
72,FALL 12,2013,30865,5589,0,0,2250,3000,0,0,0
72,SPRING 13,2013,30865,5589,0,0,2250,0,0,0,0
72,SUMMER 13,2013,30865,5589,0,4018,0,0,0,0,0
74,FALL 12,2013,391560,59154,5250,0,0,0,0,0,0
74,FALL 13,2014,486160,78922,5500,0,0,0,0,0,0
74,SPRING 14,2014,486160,78922,5500,0,0,0,0,0,0
74,FALL 14,2015,305381,57085,5500,0,0,0,0,0,0
74,SPRING 15,2015,305381,57085,5500,0,0,0,0,0,0
75,SPRING 13,2013,17303,1666,0,6809,0,0,0,0,0
76,SPRING 13,2013,64605,5795,0,0,0,1000,0,0,0
76,FALL 13,2014,84219,11226,2000,0,2250,1000,0,0,18131
76,SPRING 14,2014,84219,11226,2000,0,2250,1000,0,0,18131
76,FALL 14,2015,82340,9338,2000,0,2750,1000,0,0,18106
76,SPRING 15,2015,82340,9338,2000,0,2750,1000,0,0,18106
77,SPRING 13,2013,115620,14619,0,0,0,1000,0,0,0
77,FALL 13,2014,102879,13633,1250,0,1750,1000,0,0,0
77,SPRING 14,2014,102879,13633,1250,0,1750,1000,0,0,0
77,SUMMER 14,2014,102879,13633,0,0,2250,1000,0,0,0
77,FALL 14,2015,104250,24995,1250,0,2250,1000,0,0,0
77,SPRING 15,2015,104250,24995,1250,0,2250,1000,0,0,0
78,FALL 12,2013,54844,2970,2000,0,0,1000,0,1300,0
78,SPRING 13,2013,54844,2970,0,0,1750,0,0,0,0
78,FALL 13,2014,78855,5702,8500,250,2250,1000,0,0,1682
78,SPRING 14,2014,78855,5702,8500,250,2250,1000,0,0,1682
78,FALL 14,2015,61042,2859,8500,0,2750,1000,0,1440,1409
78,SPRING 15,2015,61042,2859,8500,0,2750,1000,0,1440,1409
79,FALL 12,2013,0,0,1500,0,0,0,0,0,0
79,SPRING 13,2013,0,0,1500,0,0,0,0,0,0
79,FALL 13,2014,0,0,1500,0,0,0,0,0,0
79,SPRING 14,2014,0,0,1500,0,0,0,0,0,0
79,FALL 14,2015,0,0,1500,0,0,0,0,0,0
79,SPRING 15,2015,0,0,1500,0,0,0,0,0,0
80,FALL 13,2014,91708,6777,4000,0,1750,1000,2000,0,11750
80,SPRING 14,2014,91708,6777,4000,0,1750,1000,2000,0,11750
80,FALL 14,2015,87171,8786,4000,0,2250,1000,0,0,16250
80,SPRING 15,2015,87171,8786,4000,0,2250,1000,0,0,16250
80,SUMMER 15,2015,87171,8786,0,0,2750,1000,0,0,5000
81,FALL 12,2013,114000,90310,0,0,0,0,0,0,1125
82,FALL 12,2013,42542,1975,250,0,0,0,0,0,0
82,FALL 13,2014,64586,7393,13006,0,1750,1000,0,0,7453
82,SPRING 14,2014,64586,7393,13006,0,1750,1000,0,0,7453
83,SPRING 13,2013,135417,32100,0,0,0,1000,0,0,0
83,FALL 13,2014,123263,26354,2500,0,2250,1000,0,0,17631
83,SPRING 14,2014,123263,26354,2500,0,2250,1000,0,0,17631
83,FALL 14,2015,162168,40319,0,0,0,3250,0,0,18106
83,SPRING 15,2015,162168,40319,2500,0,0,3250,0,0,18106
84,FALL 12,2013,16254,0,3500,0,0,0,0,0,0
84,FALL 13,2014,15683,0,7750,1050,2750,1000,1500,2823,1500
84,SPRING 14,2014,15683,0,7750,1050,2750,1000,1500,2822,1500
84,FALL 14,2015,7869,0,7750,0,2750,1000,1500,2865,4587
84,SPRING 15,2015,7869,0,7750,0,2750,1000,1500,2865,4587
85,FALL 12,2013,28798,0,2500,0,1750,0,0,0,0
85,SPRING 13,2013,28798,0,0,0,0,0,0,2775,7075
86,FALL 12,2013,0,17,0,1400,0,1000,0,0,2175
86,SPRING 13,2013,0,17,7000,0,0,0,0,0,0
87,FALL 12,2013,117248,11300,0,0,0,1000,0,0,0
87,SPRING 13,2013,117248,11300,0,0,0,1000,0,0,0
87,FALL 13,2014,161856,35942,1000,0,1750,1000,0,0,30631
87,SPRING 14,2014,161856,35942,1000,0,1750,1000,0,0,40531
87,FALL 14,2015,169374,33780,1000,0,2250,1000,0,0,40506
87,SPRING 15,2015,169374,33780,1000,0,2250,1000,0,0,19606
87,SUMMER 15,2015,169374,33780,0,0,1375,500,0,0,30885
89,FALL 12,2013,146030,35903,4750,0,0,0,0,0,0
89,SPRING 13,2013,146030,35903,7000,0,0,0,0,0,0
89,FALL 13,2014,159649,40585,7000,0,0,3250,0,0,13819
89,SPRING 14,2014,159649,40585,7000,0,0,3250,0,0,13819
89,FALL 14,2015,144059,15810,7000,0,2750,1000,0,0,8500
89,SPRING 15,2015,144059,15810,7000,0,2750,1000,0,0,10500
89,SUMMER 15,2015,144059,15810,0,0,2750,1000,0,0,0
90,FALL 13,2014,170000,13208,0,0,2250,0,0,0,31500
90,SPRING 14,2014,170000,13208,0,0,2250,0,0,0,16000
90,SUMMER 15,2015,207494,57185,0,0,2750,0,0,0,0
91,FALL 13,2014,0,0,3000,0,0,0,0,0,0
91,SPRING 14,2014,0,0,3000,0,0,0,0,0,0
91,FALL 14,2015,0,0,3000,0,0,0,0,0,0
91,SPRING 15,2015,0,0,3000,0,0,0,0,0,0
92,FALL 12,2013,245089,67646,0,0,0,2750,0,0,0
92,SPRING 13,2013,245089,67646,6500,0,0,0,0,0,0
93,FALL 12,2013,54744,4699,7500,0,0,1000,0,0,0
93,SPRING 13,2013,54744,4699,3500,15360,0,0,0,0,785
93,FALL 13,2014,29734,0,5250,1,0,0,0,2823,250
93,SPRING 14,2014,29734,0,5250,0,0,0,0,2822,250
93,FALL 14,2015,43356,1572,4133,1,0,0,0,2090,250
93,SPRING 15,2015,43356,1572,2917,0,0,0,0,2090,250
94,FALL 12,2013,13807,0,2500,0,0,0,0,0,0
94,SPRING 13,2013,13807,0,0,0,1750,0,0,0,2000
94,FALL 13,2014,13807,160,5500,5875,2750,1000,1500,2748,1875
94,SPRING 14,2014,13807,160,5500,5875,2750,1000,0,2747,0
94,FALL 14,2015,15000,0,5500,0,2750,1000,2750,2865,1500
94,SPRING 15,2015,15000,0,5500,0,2750,1000,2750,2865,1500
95,FALL 13,2014,110581,43568,5000,0,0,2750,0,0,26631
95,SPRING 14,2014,110581,43568,5000,0,0,2750,0,0,34731
95,SUMMER 14,2014,110581,43568,0,0,1375,500,0,0,5678
95,FALL 14,2015,105831,25715,5000,650,2750,1000,0,0,23306
95,SPRING 15,2015,105831,25715,5000,650,2750,1000,0,0,36006
96,FALL 12,2013,132772,33904,250,0,1750,0,0,0,17199
96,SPRING 13,2013,132772,33904,0,10332,0,0,0,0,0
97,FALL 12,2013,83201,6003,7500,1250,0,0,0,0,0
97,FALL 13,2014,102448,17511,9500,1250,2250,1000,2000,0,4204
97,SPRING 14,2014,102448,17511,9500,1250,2250,1000,2000,0,4204
97,FALL 14,2015,79581,11055,9500,1250,2750,1000,0,0,4000
97,SPRING 15,2015,79581,11055,9500,1250,2750,1000,0,0,4000
98,FALL 12,2013,33670,968,0,0,1750,0,0,0,0
98,SPRING 13,2013,33670,968,0,0,0,0,0,94,0
99,FALL 12,2013,22174,0,250,0,0,0,0,0,0
